ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt
ca-8b0a44048f58988b486bdd0d245b22a8-1,,ca,8b0a44048f58988b486bdd0d245b22a8,-pé {in} düpä´,-pé {in} düpä´,,,,,,,,person,false,false
ca-ab83fb11944c27b3130a3046cf4c4e9b-1,,ca,ab83fb11944c27b3130a3046cf4c4e9b,-pé {in} nepä´,-pé {in} nepä´,,,,,,,,"somebody, someone, something",false,false
ca-094425df27b25af265561f204f46307b-1,,ca,094425df27b25af265561f204f46307b,-pé- {in} depéra,-pé- {in} depéra,,,,,,,,"other, another",false,false
ca-74c621769d300069ff264ad9d6e8a996-1,,ca,74c621769d300069ff264ad9d6e8a996,-pé- {in} nəpéra,-pé- {in} nəpéra,,,,,,,,one and (the) other,false,false
ca-71200e6eb410f71516b7411e7ad062d8-1,,ca,71200e6eb410f71516b7411e7ad062d8,-pé-,-pé-,,,,,,,,one and the other,false,false
ca-094425df27b25af265561f204f46307b-2,,ca,094425df27b25af265561f204f46307b,-pé- {in} nəpérakí•ye,-pé- {in} nəpérakí•ye,,,,,,,,"other, another",false,false
ca-53e6c2cec84027a11cd63eaeb2b0080f-1,,ca,53e6c2cec84027a11cd63eaeb2b0080f,-pé- {in} nepéra,-pé- {in} nepéra,,,,,,,,some (plural),false,false
ca-c82c209f2c20ec2695d051037ec52418-1,,ca,c82c209f2c20ec2695d051037ec52418,-pé,-pé,,,,,,,,[who],false,false
ca-c82c209f2c20ec2695d051037ec52418-2,,ca,c82c209f2c20ec2695d051037ec52418,yén depé-agré,yén depé-agré,,,,,,,,[who],false,false
bi-3bfa12140482483420b7363623d292ac-1,,bi,3bfa12140482483420b7363623d292ac,-pé- {in} káwa tŭpéta,-pé- {in} káwa tŭpéta,,,,,,,,whose?,false,false
wi-53d670af9bb16ea82e7ef41ee23ec6df-1,,wi,53d670af9bb16ea82e7ef41ee23ec6df,pee- {in} peežé,pee- {in} peežé,,,,,,,,who,false,false
wi-c82c209f2c20ec2695d051037ec52418-1,,wi,c82c209f2c20ec2695d051037ec52418,pee- {in} peeže,pee- {in} peeže,,,,,,,,[who],false,false
ks-53d670af9bb16ea82e7ef41ee23ec6df-1,,ks,53d670af9bb16ea82e7ef41ee23ec6df,bé- {in} béeški,bé- {in} béeški,,,,,,,,who,false,false
hi-16edefa8b21f82f996a204b88458da18-1,,hi,16edefa8b21f82f996a204b88458da18,-pé•- {in} ta•pé•ʔ,-pé•- {in} ta•pé•ʔ,,,,,,,,who is it?,false,false
hi-41b4c202114104b0c7b6bcadafb0a2bd-1,,hi,41b4c202114104b0c7b6bcadafb0a2bd,-pé•- {in} ta•pé•ri ni•ki•wéʔ,-pé•- {in} ta•pé•ri ni•ki•wéʔ,,,,,,,,who told you?,false,false
hi-d69026e280058e5a873edf7bea78de05-1,,hi,d69026e280058e5a873edf7bea78de05,-pé•- {in} tapé•wa,-pé•- {in} tapé•wa,,,,,,,,who could it be?,false,false
pdh-c82c209f2c20ec2695d051037ec52418-1,,pdh,c82c209f2c20ec2695d051037ec52418,*pe,*pe,,,,,,,,[who],false,false
cr-53d670af9bb16ea82e7ef41ee23ec6df-1,,cr,53d670af9bb16ea82e7ef41ee23ec6df,-pée {in} sapée,-pée {in} sapée,,,,,,,,who,false,false
os-1e6f5751bec195567e556ec45fc7f3ba-1,,os,1e6f5751bec195567e556ec45fc7f3ba,be,be,,,,,,,,whoever,false,false
os-6e854442cd2a940c9e95941dce4ad598-1,,os,6e854442cd2a940c9e95941dce4ad598,pé- {in} bé-thiⁿ-ge,pé- {in} bé-thiⁿ-ge,,,,,,,,nobody,false,false
os-16edefa8b21f82f996a204b88458da18-1,,os,16edefa8b21f82f996a204b88458da18,-pé- {in} e-béa,-pé- {in} e-béa,,,,,,,,who is it?,false,false
op-53d670af9bb16ea82e7ef41ee23ec6df-1,,op,53d670af9bb16ea82e7ef41ee23ec6df,-be {in} ébe ~ ebé,-be {in} ébe ~ ebé,,,,,,,,who,false,false
da-61da92a81534e04f8b5cf58d43e49313-1,,da,61da92a81534e04f8b5cf58d43e49313,wašíču,wašíču,,,,,,,,white man,false,false
pda-259ddbe6711d834e79998c65f4617afc-1,,pda,259ddbe6711d834e79998c65f4617afc,*wašíču,*wašíču,,,,,,,,[white man],false,false
la-61da92a81534e04f8b5cf58d43e49313-1,,la,61da92a81534e04f8b5cf58d43e49313,wašíču,wašíču,,,,,,,,white man,false,false
pmv-a800a8c7701d99e8f35c848cf2ca10e9-1,,pmv,a800a8c7701d99e8f35c848cf2ca10e9,*ská,*ská,,,,,,,,[white (2)],false,false
psi-a800a8c7701d99e8f35c848cf2ca10e9-1,,psi,a800a8c7701d99e8f35c848cf2ca10e9,[old reconstruction only],[old reconstruction only],,,,,,,,[white (2)],false,false
qu-d508fe45cecaf653904a0e774084bb5c-1,,qu,d508fe45cecaf653904a0e774084bb5c,ská,ská,,,,,,,,white,false,false
la-e4888fbfb531e9bd16bb6ad833ea22a1-1,,la,e4888fbfb531e9bd16bb6ad833ea22a1,ská,ská,,,,,,,,"bleach by striking or dragging; to become clear, to clear off, as clouds, smoke etc.",false,false
la-342848345d4ee4c79c6b61eb1858ae07-1,,la,342848345d4ee4c79c6b61eb1858ae07,"ská, ka-",ská,,,,,,,,"bleach, get white",false,false
la-a3af32226e83de41b5b40594e4be74fc-1,,la,a3af32226e83de41b5b40594e4be74fc,"ská, na-",ská,,,,,,,,bleach; to rub and make white,false,false
la-3b4827f98f4e1ec2333fbc9cab1c1272-1,,la,3b4827f98f4e1ec2333fbc9cab1c1272,"ská, pa-",ská,,,,,,,,"wash off, as rain does whitewash",false,false
la-f98f045302a31206e57c24c6b97aec9c-1,,la,f98f045302a31206e57c24c6b97aec9c,"ská, wo-",ská,,,,,,,,make clean with the mouth,false,false
la-689fc447562f0ad7a80be5384c8188b4-1,,la,689fc447562f0ad7a80be5384c8188b4,"ská, ya-",ská,,,,,,,,"whiten, cleanse, to gather with the fingers.",false,false
la-a800a8c7701d99e8f35c848cf2ca10e9-1,,la,a800a8c7701d99e8f35c848cf2ca10e9,"ská, yu-",ská,,,,,,,,[white (2)],false,false
wi-d508fe45cecaf653904a0e774084bb5c-1,,wi,d508fe45cecaf653904a0e774084bb5c,sgáa,sgáa,,,,,,,,white,false,false
wi-55cf3d74c04aee2b7fdb60d23e09a5fb-1,,wi,55cf3d74c04aee2b7fdb60d23e09a5fb,sgaa,sgaa,,,,,,,,light (in color),false,false
wi-a800a8c7701d99e8f35c848cf2ca10e9-1,,wi,a800a8c7701d99e8f35c848cf2ca10e9,"sgá, raa-",sgá,,,,,,,,[white (2)],false,false
wi-a800a8c7701d99e8f35c848cf2ca10e9-2,,wi,a800a8c7701d99e8f35c848cf2ca10e9,rasga,rasga,,,,,,,,[white (2)],false,false
st-a800a8c7701d99e8f35c848cf2ca10e9-1,,st,a800a8c7701d99e8f35c848cf2ca10e9,θká,θká,,,,,,,,[white (2)],false,false
ks-d508fe45cecaf653904a0e774084bb5c-1,,ks,d508fe45cecaf653904a0e774084bb5c,ská,ská,,,,,,,,white,false,false
ch-d508fe45cecaf653904a0e774084bb5c-1,,ch,d508fe45cecaf653904a0e774084bb5c,θká•,θká•,,,,,,,,white,false,false
pwc-a800a8c7701d99e8f35c848cf2ca10e9-1,,pwc,a800a8c7701d99e8f35c848cf2ca10e9,*ská•,*ská•,,,,,,,,[white (2)],false,false
pdh-a800a8c7701d99e8f35c848cf2ca10e9-1,,pdh,a800a8c7701d99e8f35c848cf2ca10e9,*ská,*ská,,,,,,,,[white (2)],false,false
os-d508fe45cecaf653904a0e774084bb5c-1,,os,d508fe45cecaf653904a0e774084bb5c,ská,ská,,,,,,,,white,false,false
pda-a800a8c7701d99e8f35c848cf2ca10e9-1,,pda,a800a8c7701d99e8f35c848cf2ca10e9,*ská,*ská,,,,,,,,[white (2)],false,false
op-d508fe45cecaf653904a0e774084bb5c-1,,op,d508fe45cecaf653904a0e774084bb5c,ská,ská,,,,,,,,white,false,false
pmv-26ef6f889136fbfb939833cba7f083c5-1,,pmv,26ef6f889136fbfb939833cba7f083c5,*są́•(-hą),*są́•(-hą),,,,,,,,[white (1)],false,false
psi-26ef6f889136fbfb939833cba7f083c5-1,,psi,26ef6f889136fbfb939833cba7f083c5,*asą́•(-hą),*asą́•(-hą),,,,,,,,[white (1)],false,false
qu-adcfb938dae043d0bd1f82364ddc11cf-1,,qu,adcfb938dae043d0bd1f82364ddc11cf,są́ ~ są́hą,są́ ~ są́hą,,,,,,,,white in the distance,false,false
la-895fd2bf124a2edbdd5b07d72b0597d5-1,,la,895fd2bf124a2edbdd5b07d72b0597d5,są,są,,,,,,,,whitish,false,false
ch-2bfd69f4bf2b9775e1aeb3bf68c1b0c6-1,,ch,2bfd69f4bf2b9775e1aeb3bf68c1b0c6,θą,θą,,,,,,,,"bright, clear",false,false
of-26ef6f889136fbfb939833cba7f083c5-1,,of,26ef6f889136fbfb939833cba7f083c5,afháⁿ,afháⁿ,,,,,,,,[white (1)],false,false
tu-26ef6f889136fbfb939833cba7f083c5-1,,tu,26ef6f889136fbfb939833cba7f083c5,"asùñi; asañi, asai, asei, asáñi, asāi, aséi",asùñi,,,,,,,,[white (1)],false,false
bi-26ef6f889136fbfb939833cba7f083c5-1,,bi,26ef6f889136fbfb939833cba7f083c5,asąʔ,asąʔ,,,,,,,,[white (1)],false,false
bi-26ef6f889136fbfb939833cba7f083c5-2,,bi,26ef6f889136fbfb939833cba7f083c5,"sáⁿ, asáⁿ",sáⁿ,,,,,,,,[white (1)],false,false
wi-9b2ac622bc324d8f2edcb1b1605706cc-1,,wi,9b2ac622bc324d8f2edcb1b1605706cc,są́ą,są́ą,,,,,,,,"white, pale",false,false
wi-26ef6f889136fbfb939833cba7f083c5-1,,wi,26ef6f889136fbfb939833cba7f083c5,sąą,sąą,,,,,,,,[white (1)],false,false
da-895fd2bf124a2edbdd5b07d72b0597d5-1,,da,895fd2bf124a2edbdd5b07d72b0597d5,są,są,,,,,,,,whitish,false,false
ks-dfc3b2c9de83d26af700a3638f60a74c-1,,ks,dfc3b2c9de83d26af700a3638f60a74c,są́,są́,,,,,,,,distant white,false,false
hi-091e3136a1201afd41dfa5040721e23a-1,,hi,091e3136a1201afd41dfa5040721e23a,átakE,átakE,,,,,,,,"white, pale, bleached, clear",false,false
hi-26ef6f889136fbfb939833cba7f083c5-1,,hi,26ef6f889136fbfb939833cba7f083c5,átaki,átaki,,,,,,,,[white (1)],false,false
pwc-26ef6f889136fbfb939833cba7f083c5-1,,pwc,26ef6f889136fbfb939833cba7f083c5,*są́•,*są́•,,,,,,,,[white (1)],false,false
pdh-26ef6f889136fbfb939833cba7f083c5-1,,pdh,26ef6f889136fbfb939833cba7f083c5,*są́(-hą),*są́(-hą),,,,,,,,[white (1)],false,false
cr-584dde572e9abde8075b0d90e00ddd8a-1,,cr,584dde572e9abde8075b0d90e00ddd8a,táachii,táachii,,,,,,,,"clear, bright",false,false
pbo-26ef6f889136fbfb939833cba7f083c5-1,,pbo,26ef6f889136fbfb939833cba7f083c5,*asą́,*asą́,,,,,,,,[white (1)],false,false
pse-26ef6f889136fbfb939833cba7f083c5-1,,pse,26ef6f889136fbfb939833cba7f083c5,*asą́,*asą́,,,,,,,,[white (1)],false,false
os-c05f986be4312425aa24760132293bfd-1,,os,c05f986be4312425aa24760132293bfd,çóⁿhoⁿ,çóⁿhoⁿ,,,,,,,,"whitened animal skins, resembling white",false,false
pda-26ef6f889136fbfb939833cba7f083c5-1,,pda,26ef6f889136fbfb939833cba7f083c5,*są,*są,,,,,,,,[white (1)],false,false
op-895fd2bf124a2edbdd5b07d72b0597d5-1,,op,895fd2bf124a2edbdd5b07d72b0597d5,są,są,,,,,,,,whitish,false,false
psi-63710bb03f7eff47bd9cdf9b78c7bd95-1,,psi,63710bb03f7eff47bd9cdf9b78c7bd95,*só•-pE,*só•-pE,,,,,,,,[whistle (3)],false,false
ma-e65110736fbe0a5255a5f857cbb1bbf7-1,,ma,e65110736fbe0a5255a5f857cbb1bbf7,šopkáʔ,šopkáʔ,,,,,,,,"prairie dog, groundhog, gopher",false,false
ma-37ece01cfa784b8df1dd939b87e2573e-1,,ma,37ece01cfa784b8df1dd939b87e2573e,sópoʔš,sópoʔš,,,,,,,,"it squeaks, chirps, whistles",false,false
ma-ddd5d5d7307365b6a77e39b460c5e95c-1,,ma,ddd5d5d7307365b6a77e39b460c5e95c,sópsope,sópsope,,,,,,,,"sparrow, cricket",false,false
pch-63710bb03f7eff47bd9cdf9b78c7bd95-1,,pch,63710bb03f7eff47bd9cdf9b78c7bd95,*co•pE,*co•pE,,,,,,,,[whistle (3)],false,false
hi-80be224388ca185662472f28f16a73a5-1,,hi,80be224388ca185662472f28f16a73a5,có•pE,có•pE,,,,,,,,chirp,false,false
pma-63710bb03f7eff47bd9cdf9b78c7bd95-1,,pma,63710bb03f7eff47bd9cdf9b78c7bd95,*Sop-,*Sop-,,,,,,,,[whistle (3)],false,false
cr-abae82023b22a8c41debd5c3e281dffd-1,,cr,abae82023b22a8c41debd5c3e281dffd,čóopi,čóopi,,,,,,,,squeak,false,false
pmv-2900278349103b2e6e83aa86626e59bb-1,,pmv,2900278349103b2e6e83aa86626e59bb,*žo(-te),*žo(-te),,,,,,,,[whistle (2)],false,false
psi-2900278349103b2e6e83aa86626e59bb-1,,psi,2900278349103b2e6e83aa86626e59bb,*šo•,*šo•,,,,,,,,[whistle (2)],false,false
ma-37ece01cfa784b8df1dd939b87e2573e-2,,ma,37ece01cfa784b8df1dd939b87e2573e,sópoʔš,sópoʔš,,,,,,,,"it squeaks, chirps, whistles",false,false
ma-ddd5d5d7307365b6a77e39b460c5e95c-2,,ma,ddd5d5d7307365b6a77e39b460c5e95c,sópsope,sópsope,,,,,,,,"sparrow, cricket",false,false
la-90a046a0d78e3440076c3b144e8de6cc-1,,la,90a046a0d78e3440076c3b144e8de6cc,žo,žo,,,,,,,,whistle as a man does,false,false
wi-2900278349103b2e6e83aa86626e59bb-1,,wi,2900278349103b2e6e83aa86626e59bb,wiižóžoč,wiižóžoč,,,,,,,,[whistle (2)],false,false
wi-2900278349103b2e6e83aa86626e59bb-2,,wi,2900278349103b2e6e83aa86626e59bb,wiižožoc,wiižožoc,,,,,,,,[whistle (2)],false,false
da-90a046a0d78e3440076c3b144e8de6cc-1,,da,90a046a0d78e3440076c3b144e8de6cc,[†žo],[†žo],,,,,,,,whistle as a man does,false,false
ch-2900278349103b2e6e83aa86626e59bb-1,,ch,2900278349103b2e6e83aa86626e59bb,iyóǰe,iyóǰe,,,,,,,,[whistle (2)],false,false
pma-2900278349103b2e6e83aa86626e59bb-1,,pma,2900278349103b2e6e83aa86626e59bb,*sop-,*sop-,,,,,,,,[whistle (2)],false,false
pdh-2900278349103b2e6e83aa86626e59bb-1,,pdh,2900278349103b2e6e83aa86626e59bb,*žote,*žote,,,,,,,,[whistle (2)],false,false
qu-8ef0b71014c3cff7d8f05f6baea00d54-1,,qu,8ef0b71014c3cff7d8f05f6baea00d54,dážotté,dážotté,,,,,,,,whistle shrilly,false,false
os-1c6819d0309c7f049345d8d6a8c03162-1,,os,1c6819d0309c7f049345d8d6a8c03162,zhodsé,zhodsé,,,,,,,,whistle,false,false
pda-2900278349103b2e6e83aa86626e59bb-1,,pda,2900278349103b2e6e83aa86626e59bb,*žo,*žo,,,,,,,,[whistle (2)],false,false
pwc-2900278349103b2e6e83aa86626e59bb-1,,pwc,2900278349103b2e6e83aa86626e59bb,*-žóte,*-žóte,,,,,,,,[whistle (2)],false,false
psi-9ef2921be2d73b035541e7835b4c408e-1,,psi,9ef2921be2d73b035541e7835b4c408e,*so•,*so•,,,,,,,,"[whistle (1), chirp]",false,false
ma-e65110736fbe0a5255a5f857cbb1bbf7-2,,ma,e65110736fbe0a5255a5f857cbb1bbf7,šopkáʔ,šopkáʔ,,,,,,,,"prairie dog, groundhog, gopher",false,false
of-837859cc2fe35fe7b2a3b2ef7fa897bf-1,,of,837859cc2fe35fe7b2a3b2ef7fa897bf,fạ́tfạte,fạ́tfạte,,,,,,,,to whistle,false,false
bi-1d28b5b641591f32265a1fb3c8a5c3d7-1,,bi,1d28b5b641591f32265a1fb3c8a5c3d7,"sâde, sâdĕdí, sâdedí",sâde,,,,,,,,whistle as a man or boy,false,false
bi-82221e03d3a5941b77423ea0fbf53b0a-1,,bi,82221e03d3a5941b77423ea0fbf53b0a,sĭsotí,sĭsotí,,,,,,,,"type of cricket (green, long-legged)",false,false
ks-2642b9054daf77ae8647f14f58421f45-1,,ks,2642b9054daf77ae8647f14f58421f45,mąsóǰe,mąsóǰe,,,,,,,,flute,false,false
pch-9ef2921be2d73b035541e7835b4c408e-1,,pch,9ef2921be2d73b035541e7835b4c408e,*có•pE,*có•pE,,,,,,,,"[whistle (1), chirp]",false,false
hi-80be224388ca185662472f28f16a73a5-2,,hi,80be224388ca185662472f28f16a73a5,có•pE,có•pE,,,,,,,,chirp,false,false
pma-9ef2921be2d73b035541e7835b4c408e-1,,pma,9ef2921be2d73b035541e7835b4c408e,*šop-,*šop-,,,,,,,,"[whistle (1), chirp]",false,false
pdh-9ef2921be2d73b035541e7835b4c408e-1,,pdh,9ef2921be2d73b035541e7835b4c408e,*sóte,*sóte,,,,,,,,"[whistle (1), chirp]",false,false
cr-80be224388ca185662472f28f16a73a5-1,,cr,80be224388ca185662472f28f16a73a5,čóopi,čóopi,,,,,,,,chirp,false,false
pbo-9ef2921be2d73b035541e7835b4c408e-1,,pbo,9ef2921be2d73b035541e7835b4c408e,*soti (?),*soti (?),,,,,,,,"[whistle (1), chirp]",false,false
os-9ef2921be2d73b035541e7835b4c408e-1,,os,9ef2921be2d73b035541e7835b4c408e,thaçúçue,thaçúçue,,,,,,,,"[whistle (1), chirp]",false,false
os-e8af9aae08d39d3cd75a1771cfefa564-1,,os,e8af9aae08d39d3cd75a1771cfefa564,Moⁿço´tse gaxa,Moⁿço´tse gaxa,,,,,,,,Whistle Creek,false,false
op-9ef2921be2d73b035541e7835b4c408e-1,,op,9ef2921be2d73b035541e7835b4c408e,zude,zude,,,,,,,,"[whistle (1), chirp]",false,false
pmv-eda88c23fdc9a8dc1f30c3243e63ec4b-1,,pmv,eda88c23fdc9a8dc1f30c3243e63ec4b,*psį́tE,*psį́tE,,,,,,,,[whip],false,false
da-6f3c5bac1cbd4aaee4c16a417ad18f51-1,,da,6f3c5bac1cbd4aaee4c16a417ad18f51,ićápsiŋte,ićápsiŋte,,,,,,,,"something to whip with, a whip",false,false
wi-a3d59a061f2eebe20dadb83e75eebcf1-1,,wi,a3d59a061f2eebe20dadb83e75eebcf1,"psį́c, gi-",psį́c,,,,,,,,"whip, v.; spank, v.",false,false
wi-eda88c23fdc9a8dc1f30c3243e63ec4b-1,,wi,eda88c23fdc9a8dc1f30c3243e63ec4b,gipsįc,gipsįc,,,,,,,,[whip],false,false
pda-eda88c23fdc9a8dc1f30c3243e63ec4b-1,,pda,eda88c23fdc9a8dc1f30c3243e63ec4b,*psį́tA,*psį́tA,,,,,,,,[whip],false,false
la-cbe88a0c38c3f5c1fa4a6f89df2ccb8c-1,,la,cbe88a0c38c3f5c1fa4a6f89df2ccb8c,"psįte, šųkíča-",psįte,,,,,,,,a horse whip,false,false
la-9bbd1d394b51856c9c783fe21e1d449a-1,,la,9bbd1d394b51856c9c783fe21e1d449a,"psį́psįta, yu-",psį́psįta,,,,,,,,whip,false,false
la-79d2ff3237b9a29c1d5d8d34d195a871-1,,la,79d2ff3237b9a29c1d5d8d34d195a871,"psį́ta, ka-",psį́ta,,,,,,,,"whip, flog; to correct, as a child by whipping",false,false
ks-4e794cc474cfa9befe6c5d7000158b3d-1,,ks,4e794cc474cfa9befe6c5d7000158b3d,-yą- {in} yéyąska,-yą- {in} yéyąska,,,,,,,,"size, this size, this large",false,false
ks-16aa1b8f4717bc3d09e0a043f456f9c1-1,,ks,16aa1b8f4717bc3d09e0a043f456f9c1,-yą- {in} gašéyąska,-yą- {in} gašéyąska,,,,,,,,"of a certain size, it’s that big",false,false
ks-04982f09e177550372efc6be85608e41-1,,ks,04982f09e177550372efc6be85608e41,-yǫ- {in} háyǫska,-yǫ- {in} háyǫska,,,,,,,,"how big, what size?",false,false
ks-4917800cda82e83507e8b86a81e12767-1,,ks,4917800cda82e83507e8b86a81e12767,-yǫ- {in} góze éyǫska,-yǫ- {in} góze éyǫska,,,,,,,,"equal in size, as large as, same size",false,false
ks-68bd6eb7bef4563b220651796cbf28db-1,,ks,68bd6eb7bef4563b220651796cbf28db,-yǫ- {in} šéyǫska,-yǫ- {in} šéyǫska,,,,,,,,that size; it was that big,false,false
psi-3b1d40c50ba15c494c424726d7d41049-1,,psi,3b1d40c50ba15c494c424726d7d41049,*(r)ą,*(r)ą,,,,,,,,[what size],false,false
os-cc263df9201dd97a95596604d284ff92-1,,os,cc263df9201dd97a95596604d284ff92,-ðą- {in} á-thoⁿ-çka a (?),-ðą- {in} á-thoⁿ-çka a (?),,,,,,,,of what size is it? how large?,false,false
os-f29cc04927aaa233f47b434a9738b327-1,,os,f29cc04927aaa233f47b434a9738b327,-ðą- {in} thé-thoⁿ-çka,-ðą- {in} thé-thoⁿ-çka,,,,,,,,this size,false,false
bi-ef2a2c84b2a1f6eb76215e5dac00287a-1,,bi,ef2a2c84b2a1f6eb76215e5dac00287a,-ną- {in} ténaska,-ną- {in} ténaska,,,,,,,,this large,false,false
pdh-3b1d40c50ba15c494c424726d7d41049-1,,pdh,3b1d40c50ba15c494c424726d7d41049,*-(r)ą-,*-(r)ą-,,,,,,,,[what size],false,false
pmv-c27780c61d31e28aaa3e623cbb80a4c8-1,,pmv,c27780c61d31e28aaa3e623cbb80a4c8,*(ka-)ʔų́ {or} *(ka-)ʔą́,*(ka-)ʔų́ {or} *(ka-)ʔą́,,,,,,,,[weigh],false,false
ch-570cba3c36bb1c95a754bc13828255dd-1,,ch,570cba3c36bb1c95a754bc13828255dd,"[†ʔą, ru-]","[†ʔą, ru-]",,,,,,,,lift together and weigh; to heft,false,false
pwc-c27780c61d31e28aaa3e623cbb80a4c8-1,,pwc,c27780c61d31e28aaa3e623cbb80a4c8,*ruʔą́,*ruʔą́,,,,,,,,[weigh],false,false
wi-02adb362d1ed38c984df56663b382e36-1,,wi,02adb362d1ed38c984df56663b382e36,"ʔą́, hawa-",ʔą́,,,,,,,,put on one’s shoulder,false,false
wi-34dd484fbd578f1daf9e4a3ad9974338-1,,wi,34dd484fbd578f1daf9e4a3ad9974338,hawa’ą,hawa’ą,,,,,,,,"weigh out a portion, v.tr.; weigh a certain amount, v.intr.",false,false
wi-5b1439c6564c24a2768f792d423603ca-1,,wi,5b1439c6564c24a2768f792d423603ca,"ʔą́, nąą-",ʔą́,,,,,,,,carry; lift up; hold,false,false
wi-1f3a5b0875c6a47fad1839d003cea409-1,,wi,1f3a5b0875c6a47fad1839d003cea409,nąą’ą,nąą’ą,,,,,,,,"bounce up, bounce up and down",false,false
wi-c27780c61d31e28aaa3e623cbb80a4c8-1,,wi,c27780c61d31e28aaa3e623cbb80a4c8,"ʔą́, ru-",ʔą́,,,,,,,,[weigh],false,false
wi-c27780c61d31e28aaa3e623cbb80a4c8-2,,wi,c27780c61d31e28aaa3e623cbb80a4c8,ru’ą,ru’ą,,,,,,,,[weigh],false,false
wi-c27780c61d31e28aaa3e623cbb80a4c8-3,,wi,c27780c61d31e28aaa3e623cbb80a4c8,"ʔą́, gi-, giʔąʔą́",ʔą́,,,,,,,,[weigh],false,false
wi-c27780c61d31e28aaa3e623cbb80a4c8-4,,wi,c27780c61d31e28aaa3e623cbb80a4c8,"gi’ą, gi’ą’ą",gi’ą,,,,,,,,[weigh],false,false
la-a902ab7e4a6bb0ca8755ba599a50b47f-1,,la,a902ab7e4a6bb0ca8755ba599a50b47f,kaų́kaka,kaų́kaka,,,,,,,,be jolted or bounced up and down,false,false
pmv-f511b23a7ac014b7b41aad8045c2cce0-1,,pmv,f511b23a7ac014b7b41aad8045c2cce0,*sų́,*sų́,,,,,,,,[weave (2)],false,false
ch-d50b5fca148221d14ad5f91ae936db5e-1,,ch,d50b5fca148221d14ad5f91ae936db5e,wé•θą,wé•θą,,,,,,,,weaving,false,false
qu-6560051fd1f31b43d57f6dff0c4f44ea-1,,qu,6560051fd1f31b43d57f6dff0c4f44ea,nąxʔésą,nąxʔésą,,,,,,,,scalp lock plaited,false,false
la-1ea82fd5e33c75bdf5a02ee8041881b4-1,,la,1ea82fd5e33c75bdf5a02ee8041881b4,sų,sų,,,,,,,,"plait, braid",false,false
la-b209a3fa06ee24d648c2590402d9df3b-1,,la,b209a3fa06ee24d648c2590402d9df3b,wasų,wasų,,,,,,,,"braid in strings, as corn or hair",false,false
la-edc0277da870ab1cb713d54673b0b0b0-1,,la,edc0277da870ab1cb713d54673b0b0b0,onázų ~ onásų,onázų ~ onásų,,,,,,,,"braid together, sew or weave",false,false
bi-97fabda43d22881e45371c1f7b390ad6-1,,bi,97fabda43d22881e45371c1f7b390ad6,"tcoⁿ, natcóⁿ",tcoⁿ,,,,,,,,plait,false,false
wi-7566120cc98f85dba933e2538acd9885-1,,wi,7566120cc98f85dba933e2538acd9885,hakisų́,hakisų́,,,,,,,,braid,false,false
wi-f511b23a7ac014b7b41aad8045c2cce0-1,,wi,f511b23a7ac014b7b41aad8045c2cce0,hakisų,hakisų,,,,,,,,[weave (2)],false,false
da-5ae69e275d1f24f6f637da071712f0eb-1,,da,5ae69e275d1f24f6f637da071712f0eb,soŋ,soŋ,,,,,,,,"plait or braid, as hair or corn",false,false
da-b209a3fa06ee24d648c2590402d9df3b-1,,da,b209a3fa06ee24d648c2590402d9df3b,wasóŋ,wasóŋ,,,,,,,,"braid in strings, as corn or hair",false,false
ks-9517e6eead9bfcdada31af70c190b6d9-1,,ks,9517e6eead9bfcdada31af70c190b6d9,są,są,,,,,,,,plaited,false,false
psi-f511b23a7ac014b7b41aad8045c2cce0-1,,psi,f511b23a7ac014b7b41aad8045c2cce0,*sų ~ *šų,*sų ~ *šų,,,,,,,,[weave (2)],false,false
pdh-f511b23a7ac014b7b41aad8045c2cce0-1,,pdh,f511b23a7ac014b7b41aad8045c2cce0,*są,*są,,,,,,,,[weave (2)],false,false
os-50eecef82f010df0f16e84480a21b62b-1,,os,50eecef82f010df0f16e84480a21b62b,Hoçoⁿ,Hoçoⁿ,,,,,,,,Braided-fish,false,false
pda-f511b23a7ac014b7b41aad8045c2cce0-1,,pda,f511b23a7ac014b7b41aad8045c2cce0,*sų,*sų,,,,,,,,[weave (2)],false,false
op-0f83fc0f1fdadd7b51a57d9cce1de48f-1,,op,0f83fc0f1fdadd7b51a57d9cce1de48f,ákhibésą,ákhibésą,,,,,,,,fold,false,false
pmv-36a366de38cc9364a3a5cc160ae50b81-1,,pmv,36a366de38cc9364a3a5cc160ae50b81,*-zų́-tE,*-zų́-tE,,,,,,,,[weave (1)],false,false
psi-36a366de38cc9364a3a5cc160ae50b81-1,,psi,36a366de38cc9364a3a5cc160ae50b81,*-sų́-tE,*-sų́-tE,,,,,,,,[weave (1)],false,false
qu-adec9e10d90ab4ac1470b84ef84c6a2d-1,,qu,adec9e10d90ab4ac1470b84ef84c6a2d,"zą́tte, ka-",zą́tte,,,,,,,,"weave, braid",false,false
qu-cf8cb3c0d520e695119f926db34c8124-1,,qu,cf8cb3c0d520e695119f926db34c8124,"zǫ́tte, íba-",zǫ́tte,,,,,,,,"lace up, as a pack",false,false
