ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt
wi-9874150d19ec3c0801d6b6090879a4c7-2,,wi,9874150d19ec3c0801d6b6090879a4c7,ehą ?,ehą ?,,,,,,,,"[yes (1), to be so]",false,false
wi-9874150d19ec3c0801d6b6090879a4c7-3,,wi,9874150d19ec3c0801d6b6090879a4c7,áhą,áhą,,,,,,,,"[yes (1), to be so]",false,false
wi-9874150d19ec3c0801d6b6090879a4c7-4,,wi,9874150d19ec3c0801d6b6090879a4c7,ahą ?,ahą ?,,,,,,,,"[yes (1), to be so]",false,false
da-9874150d19ec3c0801d6b6090879a4c7-1,,da,9874150d19ec3c0801d6b6090879a4c7,"hą, ho",hą,,,,,,,,"[yes (1), to be so]",false,false
ks-3ae5b7db90879ecf9b123b205b827c5a-1,,ks,3ae5b7db90879ecf9b123b205b827c5a,hą,hą,,,,,,,,"yes, female speech",false,false
ks-9874150d19ec3c0801d6b6090879a4c7-1,,ks,9874150d19ec3c0801d6b6090879a4c7,ąhá,ąhá,,,,,,,,"[yes (1), to be so]",false,false
hi-a6105c0a611b41b08f1209506350279e-2,,hi,a6105c0a611b41b08f1209506350279e,ho,ho,,,,,,,,yes,false,false
pdh-9874150d19ec3c0801d6b6090879a4c7-1,,pdh,9874150d19ec3c0801d6b6090879a4c7,*ąhą,*ąhą,,,,,,,,"[yes (1), to be so]",false,false
qu-9874150d19ec3c0801d6b6090879a4c7-1,,qu,9874150d19ec3c0801d6b6090879a4c7,hǫ,hǫ,,,,,,,,"[yes (1), to be so]",false,false
pse-9874150d19ec3c0801d6b6090879a4c7-1,,pse,9874150d19ec3c0801d6b6090879a4c7,*ahą́,*ahą́,,,,,,,,"[yes (1), to be so]",false,false
os-9874150d19ec3c0801d6b6090879a4c7-1,,os,9874150d19ec3c0801d6b6090879a4c7,oⁿ,oⁿ,,,,,,,,"[yes (1), to be so]",false,false
pda-9874150d19ec3c0801d6b6090879a4c7-1,,pda,9874150d19ec3c0801d6b6090879a4c7,*(o)hą́,*(o)hą́,,,,,,,,"[yes (1), to be so]",false,false
op-a6105c0a611b41b08f1209506350279e-1,,op,a6105c0a611b41b08f1209506350279e,ą́hą,ą́hą,,,,,,,,yes,false,false
qu-74e8e112d17d1d3ffd797a2df1681e57-1,,qu,74e8e112d17d1d3ffd797a2df1681e57,žihí,žihí,,,,,,,,reddish yellow,false,false
pmv-a5bc97fedda027faff6364968cee69d3-1,,pmv,a5bc97fedda027faff6364968cee69d3,*ží•,*ží•,,,,,,,,[yellow > tawny],false,false
psi-a5bc97fedda027faff6364968cee69d3-1,,psi,a5bc97fedda027faff6364968cee69d3,*ší•(-re),*ší•(-re),,,,,,,,[yellow > tawny],false,false
ma-d487dd0b55dfcacdd920ccbdaeafa351-1,,ma,d487dd0b55dfcacdd920ccbdaeafa351,sí•re,sí•re,,,,,,,,yellow,false,false
la-6bddb56cbe87a3f18adcc063050b1936-1,,la,6bddb56cbe87a3f18adcc063050b1936,ží,ží,,,,,,,,"golden, rusty",false,false
ch-a5bc97fedda027faff6364968cee69d3-1,,ch,a5bc97fedda027faff6364968cee69d3,yi,yi,,,,,,,,[yellow > tawny],false,false
wi-6ff47afa5dc7daa42cc705a03fca8a9b-1,,wi,6ff47afa5dc7daa42cc705a03fca8a9b,žíi,žíi,,,,,,,,brown,false,false
wi-a5bc97fedda027faff6364968cee69d3-1,,wi,a5bc97fedda027faff6364968cee69d3,zii,zii,,,,,,,,[yellow > tawny],false,false
ks-a5bc97fedda027faff6364968cee69d3-1,,ks,a5bc97fedda027faff6364968cee69d3,"ží, žíhi",ží,,,,,,,,[yellow > tawny],false,false
pch-a5bc97fedda027faff6364968cee69d3-1,,pch,a5bc97fedda027faff6364968cee69d3,*ší•re,*ší•re,,,,,,,,[yellow > tawny],false,false
hi-41dd70b799acf022049c26b43587326a-1,,hi,41dd70b799acf022049c26b43587326a,ší•re ~ šíʔre,ší•re ~ šíʔre,,,,,,,,"brown, tan, tawny",false,false
hi-a5bc97fedda027faff6364968cee69d3-1,,hi,a5bc97fedda027faff6364968cee69d3,ší•ri ~ šíʔiri,ší•ri ~ šíʔiri,,,,,,,,[yellow > tawny],false,false
pma-a5bc97fedda027faff6364968cee69d3-1,,pma,a5bc97fedda027faff6364968cee69d3,*si•re,*si•re,,,,,,,,[yellow > tawny],false,false
pdh-a5bc97fedda027faff6364968cee69d3-1,,pdh,a5bc97fedda027faff6364968cee69d3,*ží ~ *žíhi,*ží ~ *žíhi,,,,,,,,[yellow > tawny],false,false
cr-d487dd0b55dfcacdd920ccbdaeafa351-1,,cr,d487dd0b55dfcacdd920ccbdaeafa351,ší•li,ší•li,,,,,,,,yellow,false,false
op-4a0b0dcedd48f780778d1cd1bb8f9877-1,,op,4a0b0dcedd48f780778d1cd1bb8f9877,ží,ží,,,,,,,,pink,false,false
os-89bc92a175f50c5e2da7c543434a769b-1,,os,89bc92a175f50c5e2da7c543434a769b,zhíhi,zhíhi,,,,,,,,"reddish, pink",false,false
pwc-a5bc97fedda027faff6364968cee69d3-1,,pwc,a5bc97fedda027faff6364968cee69d3,*ží•,*ží•,,,,,,,,[yellow > tawny],false,false
pmv-3ebf863fbbc77461cc508f148112c55c-1,,pmv,3ebf863fbbc77461cc508f148112c55c,*ɣí•,*ɣí•,,,,,,,,[yellow > brown],false,false
psi-3ebf863fbbc77461cc508f148112c55c-1,,psi,3ebf863fbbc77461cc508f148112c55c,*xí•(-re),*xí•(-re),,,,,,,,[yellow > brown],false,false
ma-6ff47afa5dc7daa42cc705a03fca8a9b-1,,ma,6ff47afa5dc7daa42cc705a03fca8a9b,xíre,xíre,,,,,,,,brown,false,false
la-e008bb7c2b2cd3f82e9614acd52090a5-1,,la,e008bb7c2b2cd3f82e9614acd52090a5,ɣí,ɣí,,,,,,,,"rusty, brown",false,false
sv-3ebf863fbbc77461cc508f148112c55c-1,,sv,3ebf863fbbc77461cc508f148112c55c,ɣí,ɣí,,,,,,,,[yellow > brown],false,false
wi-6ac17b0c2dbe6ea9d317bccf3e230ae1-1,,wi,6ac17b0c2dbe6ea9d317bccf3e230ae1,ɣíi,ɣíi,,,,,,,,light brown,false,false
wi-3ebf863fbbc77461cc508f148112c55c-1,,wi,3ebf863fbbc77461cc508f148112c55c,ǧii,ǧii,,,,,,,,[yellow > brown],false,false
ks-eb8fccf82114d4a305e1369aa00f80c5-1,,ks,eb8fccf82114d4a305e1369aa00f80c5,mąɣíga,mąɣíga,,,,,,,,colored ɣi from the earth,false,false
pch-3ebf863fbbc77461cc508f148112c55c-1,,pch,3ebf863fbbc77461cc508f148112c55c,*xí•re,*xí•re,,,,,,,,[yellow > brown],false,false
hi-4cebb5c02a13b9f96076a3fe9a43f116-1,,hi,4cebb5c02a13b9f96076a3fe9a43f116,xí•re,xí•re,,,,,,,,faded yellow or brown,false,false
pma-3ebf863fbbc77461cc508f148112c55c-1,,pma,3ebf863fbbc77461cc508f148112c55c,*xi•re,*xi•re,,,,,,,,[yellow > brown],false,false
pdh-3ebf863fbbc77461cc508f148112c55c-1,,pdh,3ebf863fbbc77461cc508f148112c55c,*ɣi,*ɣi,,,,,,,,[yellow > brown],false,false
cr-cda7a650c5856cf2f6738072447d7825-1,,cr,cda7a650c5856cf2f6738072447d7825,xí•li,xí•li,,,,,,,,gray,false,false
pda-3ebf863fbbc77461cc508f148112c55c-1,,pda,3ebf863fbbc77461cc508f148112c55c,*ɣí,*ɣí,,,,,,,,[yellow > brown],false,false
op-7627733e32d657e6b5bf0ac803209464-1,,op,7627733e32d657e6b5bf0ac803209464,mąčhó-ɣi,mąčhó-ɣi,,,,,,,,"prob. brown bear, personal name",false,false
pmv-3f94d600dff8f94f3f0434775c408d4c-1,,pmv,3f94d600dff8f94f3f0434775c408d4c,*zí•,*zí•,,,,,,,,[yellow],false,false
ch-d487dd0b55dfcacdd920ccbdaeafa351-1,,ch,d487dd0b55dfcacdd920ccbdaeafa351,ði•,ði•,,,,,,,,yellow,false,false
ca-f95f9ff0336370a051eb760e6a3d0523-1,,ca,f95f9ff0336370a051eb760e6a3d0523,siri,siri,,,,,,,,clear (as water),false,false
pma-3f94d600dff8f94f3f0434775c408d4c-1,,pma,3f94d600dff8f94f3f0434775c408d4c,*si•re,*si•re,,,,,,,,[yellow],false,false
la-23e8edb175ca82481816e188e50be78e-1,,la,23e8edb175ca82481816e188e50be78e,zi,zi,,,,,,,,"yellow, pale",false,false
tu-d487dd0b55dfcacdd920ccbdaeafa351-1,,tu,d487dd0b55dfcacdd920ccbdaeafa351,siī,siī,,,,,,,,yellow,false,false
tu-d487dd0b55dfcacdd920ccbdaeafa351-2,,tu,d487dd0b55dfcacdd920ccbdaeafa351,wāsi,wāsi,,,,,,,,yellow,false,false
psi-3f94d600dff8f94f3f0434775c408d4c-1,,psi,3f94d600dff8f94f3f0434775c408d4c,*sí•(-re),*sí•(-re),,,,,,,,[yellow],false,false
psc-3f94d600dff8f94f3f0434775c408d4c-1,,psc,3f94d600dff8f94f3f0434775c408d4c,*sí•ri (?),*sí•ri (?),,,,,,,,[yellow],false,false
bi-f4b7793f5053f3a9d0a48fed2af63b23-1,,bi,f4b7793f5053f3a9d0a48fed2af63b23,"sí; sidí, sídi; sihiyĕ´",sí,,,,,,,,make yellow,false,false
wi-d487dd0b55dfcacdd920ccbdaeafa351-1,,wi,d487dd0b55dfcacdd920ccbdaeafa351,zii,zii,,,,,,,,yellow,false,false
wi-3f94d600dff8f94f3f0434775c408d4c-1,,wi,3f94d600dff8f94f3f0434775c408d4c,zii,zii,,,,,,,,[yellow],false,false
da-d487dd0b55dfcacdd920ccbdaeafa351-1,,da,d487dd0b55dfcacdd920ccbdaeafa351,zi,zi,,,,,,,,yellow,false,false
hi-d487dd0b55dfcacdd920ccbdaeafa351-1,,hi,d487dd0b55dfcacdd920ccbdaeafa351,cí•ri ~ cíʔiri,cí•ri ~ cíʔiri,,,,,,,,yellow,false,false
pwc-3f94d600dff8f94f3f0434775c408d4c-1,,pwc,3f94d600dff8f94f3f0434775c408d4c,*zí•,*zí•,,,,,,,,[yellow],false,false
qu-d487dd0b55dfcacdd920ccbdaeafa351-1,,qu,d487dd0b55dfcacdd920ccbdaeafa351,zí,zí,,,,,,,,yellow,false,false
pse-3f94d600dff8f94f3f0434775c408d4c-1,,pse,3f94d600dff8f94f3f0434775c408d4c,(wa•-)sí•,(wa•-)sí•,,,,,,,,[yellow],false,false
ma-1f0be9aefdc02ebc871d34b3aa4a9b2e-1,,ma,1f0be9aefdc02ebc871d34b3aa4a9b2e,ší•re,ší•re,,,,,,,,"tawny colored, light brown",false,false
ma-d487dd0b55dfcacdd920ccbdaeafa351-2,,ma,d487dd0b55dfcacdd920ccbdaeafa351,sí•re,sí•re,,,,,,,,yellow,false,false
of-d487dd0b55dfcacdd920ccbdaeafa351-1,,of,d487dd0b55dfcacdd920ccbdaeafa351,fhí,fhí,,,,,,,,yellow,false,false
of-f88db7b0b92a62e0017342e614467424-1,,of,f88db7b0b92a62e0017342e614467424,[†əkfú• fhi•],[†əkfú• fhi•],,,,,,,,yellow bead,false,false
ks-d487dd0b55dfcacdd920ccbdaeafa351-1,,ks,d487dd0b55dfcacdd920ccbdaeafa351,zíhi,zíhi,,,,,,,,yellow,false,false
pdh-3f94d600dff8f94f3f0434775c408d4c-1,,pdh,3f94d600dff8f94f3f0434775c408d4c,*zí,*zí,,,,,,,,[yellow],false,false
pbo-3f94d600dff8f94f3f0434775c408d4c-1,,pbo,3f94d600dff8f94f3f0434775c408d4c,*sí,*sí,,,,,,,,[yellow],false,false
os-d487dd0b55dfcacdd920ccbdaeafa351-1,,os,d487dd0b55dfcacdd920ccbdaeafa351,zí,zí,,,,,,,,yellow,false,false
pda-3f94d600dff8f94f3f0434775c408d4c-1,,pda,3f94d600dff8f94f3f0434775c408d4c,*zi,*zi,,,,,,,,[yellow],false,false
op-d487dd0b55dfcacdd920ccbdaeafa351-1,,op,d487dd0b55dfcacdd920ccbdaeafa351,zi,zi,,,,,,,,yellow,false,false
pmv-11cc5ffb22783902e83b0a773d9f8a4e-1,,pmv,11cc5ffb22783902e83b0a773d9f8a4e,*i-(loc.)-ra,*i-(loc.)-ra,,,,,,,,[yawn],false,false
psi-11cc5ffb22783902e83b0a773d9f8a4e-1,,psi,11cc5ffb22783902e83b0a773d9f8a4e,*ʔí•- -ra•,*ʔí•- -ra•,,,,,,,,[yawn],false,false
ma-dadfb556f6ab892d6260467892404d46-1,,ma,dadfb556f6ab892d6260467892404d46,í•hwere•roʔš,í•hwere•roʔš,,,,,,,,he yawned,false,false
la-0652cdefcfe43fb7f2558365dba75e26-1,,la,0652cdefcfe43fb7f2558365dba75e26,iyóya,iyóya,,,,,,,,yawn,false,false
ch-0652cdefcfe43fb7f2558365dba75e26-1,,ch,0652cdefcfe43fb7f2558365dba75e26,i^ára,i^ára,,,,,,,,yawn,false,false
wi-11cc5ffb22783902e83b0a773d9f8a4e-1,,wi,11cc5ffb22783902e83b0a773d9f8a4e,ʔiyaára,ʔiyaára,,,,,,,,[yawn],false,false
wi-11cc5ffb22783902e83b0a773d9f8a4e-2,,wi,11cc5ffb22783902e83b0a773d9f8a4e,iiyaara,iiyaara,,,,,,,,[yawn],false,false
da-0652cdefcfe43fb7f2558365dba75e26-1,,da,0652cdefcfe43fb7f2558365dba75e26,iyówa,iyówa,,,,,,,,yawn,false,false
hi-0652cdefcfe43fb7f2558365dba75e26-1,,hi,0652cdefcfe43fb7f2558365dba75e26,í•ra•,í•ra•,,,,,,,,yawn,false,false
pma-11cc5ffb22783902e83b0a773d9f8a4e-1,,pma,11cc5ffb22783902e83b0a773d9f8a4e,*í•he + wre•-,*í•he + wre•-,,,,,,,,[yawn],false,false
qu-11cc5ffb22783902e83b0a773d9f8a4e-1,,qu,11cc5ffb22783902e83b0a773d9f8a4e,iáda,iáda,,,,,,,,[yawn],false,false
pmv-3b303a06f0a964ba7db2cd4c35074d61-1,,pmv,3b303a06f0a964ba7db2cd4c35074d61,*okšų́kšų,*okšų́kšų,,,,,,,,[wrist (1)],false,false
ch-3b303a06f0a964ba7db2cd4c35074d61-1,,ch,3b303a06f0a964ba7db2cd4c35074d61,uʔšų́ʔšų,uʔšų́ʔšų,,,,,,,,[wrist (1)],false,false
qu-3b303a06f0a964ba7db2cd4c35074d61-1,,qu,3b303a06f0a964ba7db2cd4c35074d61,áošǫšǫ,áošǫšǫ,,,,,,,,[wrist (1)],false,false
ks-3b303a06f0a964ba7db2cd4c35074d61-1,,ks,3b303a06f0a964ba7db2cd4c35074d61,áošǫ́šo,áošǫ́šo,,,,,,,,[wrist (1)],false,false
pdh-3b303a06f0a964ba7db2cd4c35074d61-1,,pdh,3b303a06f0a964ba7db2cd4c35074d61,*ošǫšǫ,*ošǫšǫ,,,,,,,,[wrist (1)],false,false
os-3b303a06f0a964ba7db2cd4c35074d61-1,,os,3b303a06f0a964ba7db2cd4c35074d61,aushoⁿshoⁿ,aushoⁿshoⁿ,,,,,,,,[wrist (1)],false,false
op-3b303a06f0a964ba7db2cd4c35074d61-1,,op,3b303a06f0a964ba7db2cd4c35074d61,ushoⁿshoⁿ,ushoⁿshoⁿ,,,,,,,,[wrist (1)],false,false
hi-f73f16074b0683c2cd1f96bb9922cea0-1,,hi,f73f16074b0683c2cd1f96bb9922cea0,xí•pE,xí•pE,,,,,,,,wrinkled,false,false
hi-d7855a1d4a340df6b91114e97c7ee913-1,,hi,d7855a1d4a340df6b91114e97c7ee913,xí•pi,xí•pi,,,,,,,,[wrinkle (3)],false,false
cr-f73f16074b0683c2cd1f96bb9922cea0-1,,cr,f73f16074b0683c2cd1f96bb9922cea0,xíipi,xíipi,,,,,,,,wrinkled,false,false
pch-d7855a1d4a340df6b91114e97c7ee913-1,,pch,d7855a1d4a340df6b91114e97c7ee913,*xí•pE,*xí•pE,,,,,,,,[wrinkle (3)],false,false
psi-d7855a1d4a340df6b91114e97c7ee913-1,,psi,d7855a1d4a340df6b91114e97c7ee913,*xí•pE,*xí•pE,,,,,,,,[wrinkle (3)],false,false
ma-37b3273c993dcf2c719ef490a8d9a789-1,,ma,37b3273c993dcf2c719ef490a8d9a789,xí•poʔš,xí•poʔš,,,,,,,,it’s wrinkled,false,false
pmv-5721fa04a22dc0ee7672a494a849d8a3-1,,pmv,5721fa04a22dc0ee7672a494a849d8a3,*xʔį́ (?),*xʔį́ (?),,,,,,,,[wrinkle (2)],false,false
psi-5721fa04a22dc0ee7672a494a849d8a3-1,,psi,5721fa04a22dc0ee7672a494a849d8a3,*xʔį (?),*xʔį (?),,,,,,,,[wrinkle (2)],false,false
la-1b1fe03ddfb02f8f64fd835c01177569-1,,la,1b1fe03ddfb02f8f64fd835c01177569,"xʔi, oyú-",xʔi,,,,,,,,"a pimple, a rough place, pimples",false,false
bi-f6314a2b49434e8668c047244a278ae7-1,,bi,f6314a2b49434e8668c047244a278ae7,xixiká,xixiká,,,,,,,,"ruffle up the feathers, as birds do",false,false
wi-fc4b2e1d1a79bbab9f034b91068d3c6a-1,,wi,fc4b2e1d1a79bbab9f034b91068d3c6a,ruxʔį́,ruxʔį́,,,,,,,,"wrinkle, e.g., one’s nose",false,false
wi-14b49f87a72ac2af672aeb22887bcfb1-1,,wi,14b49f87a72ac2af672aeb22887bcfb1,rux’į,rux’į,,,,,,,,"mess up (e.g., bed)",false,false
wi-834a0bc885e934e195d865218fd1f471-1,,wi,834a0bc885e934e195d865218fd1f471,waxʔįxʔį́ híi,waxʔįxʔį́ híi,,,,,,,,be wrinkled,false,false
wi-5721fa04a22dc0ee7672a494a849d8a3-1,,wi,5721fa04a22dc0ee7672a494a849d8a3,wax’įx’į hii,wax’įx’į hii,,,,,,,,[wrinkle (2)],false,false
wi-5721fa04a22dc0ee7672a494a849d8a3-2,,wi,5721fa04a22dc0ee7672a494a849d8a3,hoįxʔí,hoįxʔí,,,,,,,,[wrinkle (2)],false,false
wi-5721fa04a22dc0ee7672a494a849d8a3-3,,wi,5721fa04a22dc0ee7672a494a849d8a3,hoįx’į,hoįx’į,,,,,,,,[wrinkle (2)],false,false
da-a7e3be9ac32e0ec7ff16c1672a88e87f-1,,da,a7e3be9ac32e0ec7ff16c1672a88e87f,yuḣí,yuḣí,,,,,,,,"pimpled, rough",false,false
ks-5b83468fdc6742fe3c3b2e173f31cbb1-1,,ks,5b83468fdc6742fe3c3b2e173f31cbb1,cʔį́ya,cʔį́ya,,,,,,,,wrinkle,false,false
ch-f73f16074b0683c2cd1f96bb9922cea0-1,,ch,f73f16074b0683c2cd1f96bb9922cea0,xʔį́xʔį,xʔį́xʔį,,,,,,,,wrinkled,false,false
pwc-5721fa04a22dc0ee7672a494a849d8a3-1,,pwc,5721fa04a22dc0ee7672a494a849d8a3,*xʔį́,*xʔį́,,,,,,,,[wrinkle (2)],false,false
pdh-5721fa04a22dc0ee7672a494a849d8a3-1,,pdh,5721fa04a22dc0ee7672a494a849d8a3,*sʔįra,*sʔįra,,,,,,,,[wrinkle (2)],false,false
os-d82d2759452825185cef1ce57f4f3f85-1,,os,d82d2759452825185cef1ce57f4f3f85,ṭsʔiⁿthá,ṭsʔiⁿthá,,,,,,,,"wrinkeled, wrinkles",false,false
pda-5721fa04a22dc0ee7672a494a849d8a3-1,,pda,5721fa04a22dc0ee7672a494a849d8a3,*yuxʔí,*yuxʔí,,,,,,,,[wrinkle (2)],false,false
da-cc50e8df60f3cf31c0665203b64458c5-1,,da,cc50e8df60f3cf31c0665203b64458c5,paḣíya,paḣíya,,,,,,,,"roughly, not smooth",false,false
psi-2af3e8ca3ed77b2010e57b311399cc1a-1,,psi,2af3e8ca3ed77b2010e57b311399cc1a,*xi,*xi,,,,,,,,"[wrinkle (1), ruffle]",false,false
bi-83ec1430622f82beb85199cebbe49eb6-1,,bi,83ec1430622f82beb85199cebbe49eb6,xixiká,xixiká,,,,,,,,ruffle up the feathers as birds,false,false
la-6cc560604e9c3710249e3c351f888a18-1,,la,6cc560604e9c3710249e3c351f888a18,paɣį́ɣį,paɣį́ɣį,,,,,,,,make wrinkles by rubbing,false,false
pmv-52083367ba4f8430073fb033486ad77e-1,,pmv,52083367ba4f8430073fb033486ad77e,*-šį,*-šį,,,,,,,,[wrap],false,false
qu-04f0586e2fdae1088d4ed1b249cfeea7-1,,qu,04f0586e2fdae1088d4ed1b249cfeea7,"šį, odí-",šį,,,,,,,,"wrap, fold in a bundle",false,false
wi-cdb386e861edb5def64006f7afd338c9-1,,wi,cdb386e861edb5def64006f7afd338c9,"šį́, haru-",šį́,,,,,,,,put in a bag or sack,false,false
wi-2ef01996f7aa686cf48997b77460692a-1,,wi,2ef01996f7aa686cf48997b77460692a,harušį,harušį,,,,,,,,"bow tie, n. (as in shoestring)",false,false
