pk,jsondata,key,description,value_pk,source_pk
10316,{},,428b,15043,23
10317,{},,,15044,31
10318,{},,532b,15045,23
10319,{},,,15045,31
10320,{},,622b,15046,23
10321,{},,,15046,31
10322,{},,332,15047,18
10323,{},,2144,15048,18
10324,{},,41b,15051,42
10325,{},,,15054,36
10326,{},,125,15055,21
10327,{},,,15056,11
10328,{},,334a,15057,23
10329,{},,,15058,31
10330,{},,178a,15059,4
10331,{},,3331,15060,18
10332,{},,3456,15061,18
10333,{},,41b,15064,42
10334,{},,,15065,11
10335,{},,101b,15068,12
10336,{},,,15070,11
10337,{},,,15073,7
10338,{},,,15074,3
10339,{},,125,15075,21
10340,{},,2454,15077,18
10341,{},,41a,15079,42
10342,{},,,15080,11
10343,{},,,15083,2
10344,{},,12,15086,19
10345,{},,,15086,15
10346,{},,,15087,36
10347,{},,,15090,11
10348,{},,,15092,36
10349,{},,38,15093,10
10350,{},,41,15096,112
10351,{},,425a,15099,20
10352,{},,54,15101,10
10353,{},,54,15102,10
10354,{},,54,15103,10
10355,{},,,15104,3
10356,{},,,15105,3
10357,{},,215b,15106,23
10358,{},,372a,15107,23
10359,{},,124,15108,21
10360,{},,124,15109,21
10361,{},,40b,15110,42
10362,{},,349b,15111,20
10363,{},,,15112,24
10364,{},,,15113,2
10365,{},,,15116,11
10366,{},,175a,15120,4
10367,{},,175a,15121,4
10368,{},,1508,15122,18
10369,{},,,15124,11
10370,{},,,15126,2
10371,{},,,15127,2
10372,{},,71,15128,19
10373,{},,,15128,15
10374,{},,3,15129,19
10375,{},,24,15129,1
10376,{},,630b,15132,23
10377,{},,124,15133,21
10378,{},,362,15134,18
10379,{},,617b,15136,20
10380,{},,,15137,11
10381,{},,,15139,2
10382,{},,38,15143,19
10383,{},,80,15143,1
10384,{},,142a,15144,12
10385,{},,,15149,3
10386,{},,,15151,3
10387,{},,,15152,11
10388,{},,1460,15153,18
10389,{},,40a,15155,42
10390,{},,,15156,11
10391,{},,,15157,2
10392,{},,,15160,11
10393,{},,68b,15161,12
10394,{},,48,15163,13
10395,{},,,15166,3
10396,{},,,15167,3
10397,{},,,15168,3
10398,{},,3227,15170,18
10399,{},,40a,15172,42
10400,{},,,15173,7
10401,{},,,15174,11
10402,{},,,15177,11
10403,{},,,15178,7
10404,{},,21b,15179,12
10405,{},,,15181,3
10406,{},,627b,15183,23
10407,{},,650b,15184,23
10408,{},,94b,15185,42
10409,{},,2566,15186,18
10410,{},,94b,15188,42
10411,{},,,15190,16
10412,{},,,15191,3
10413,{},,3784,15192,18
10414,{},,,15192,22
10415,{},,49b,15194,42
10416,{},,,15195,11
10417,{},,,15198,11
10418,{},,,15200,3
10419,{},,47,15201,27
10420,{},,,15202,113
10421,{},,,15202,35
10422,{},,,15204,11
10423,{},,187b,15207,12
10424,{},,321b,15209,4
10425,{},,,15209,5
10426,{},,291b,15211,4
10427,{},,,15212,39
10428,{},,,15213,11
10429,{},,,15214,33
10430,{},,,15214,10
10431,{},,,15215,10
10432,{},,,15217,11
10433,{},,204b,15219,12
10434,{},,205a,15219,12
10435,{},,,15220,11
10436,{},,515b,15221,20
10437,{},,3632,15222,18
10438,{},,,15225,31
10439,{},,,15227,2
10440,{},,86,15229,10
10441,{},,,15230,3
10442,{},,202a,15231,4
10443,{},,,15232,11
10444,{},,,15234,11
10445,{},,86,15235,10
10446,{},,,15236,3
10447,{},,,15237,3
10448,{},,,15238,31
10449,{},,,15238,3
10450,{},,,15239,31
10451,{},,,15239,3
10452,{},,,15240,41
10453,{},,202a,15241,4
10454,{},,1759,15242,18
10455,{},,255,15243,25
10456,{},,207a,15246,42
10457,{},,,15247,11
10458,{},,,15248,16
10459,{},,228,15248,21
10460,{},,228,15249,21
10461,{},,,15252,15
10462,{},,77,15252,19
10463,{},,88b,15253,12
10464,{},,,15255,11
10465,{},,13,15256,7
10466,{},,40,15258,21
10467,{},,313a,15259,23
10468,{},,3353,15260,18
10469,{},,39b,15262,42
10470,{},,,15264,11
10471,{},,88a,15267,12
10472,{},,111,15269,26
10473,{},,,15271,16
10474,{},,,15272,3
10475,{},,,15273,17
10476,{},,217,15274,25
10477,{},,,15276,11
10478,{},,,15280,30
10479,{},,,15281,15
10480,{},,79,15281,19
10481,{},,,15283,2
10482,{},,262,15284,10
10483,{},,,15286,3
10484,{},,3243,15288,18
10485,{},,,15290,2
10486,{},,,15291,2
10487,{},,192b,15293,4
10488,{},,137,15294,23
10489,{},,139,15295,23
10490,{},,139,15296,23
10491,{},,254,15297,23
10492,{},,501a,15298,114
10493,{},,501,15299,23
10494,{},,51,15302,21
10495,{},,,15303,31
10496,{},,2391,15304,18
10497,{},,256b,15306,42
10498,{},,117a,15309,12
10499,{},,121,15311,13
10500,{},,241b,15313,59
10501,{},,,15313,16
10502,{},,,15314,11
10503,{},,,15315,8
10504,{},,,15317,15
10505,{},,5,15317,19
10506,{},,,15318,3
10507,{},,,15319,38
10508,{},,,15321,54
10509,{},,199a,15322,4
10510,{},,464,15323,18
10511,{},,179a,15325,42
10512,{},,,15326,2
10513,{},,,15328,3
10514,{},,,15329,11
10515,{},,325b,15331,4
10516,{},,,15331,5
10517,{},,,15332,57
10518,{},,,15333,11
10519,{},,49b,15336,12
10520,{},,,15338,7
10521,{},,246b,15340,59
10522,{},,,15341,50
10523,{},,,15343,15
10524,{},,49,15343,19
10525,{},,32,15343,1
10526,{},,,15344,3
10527,{},,449b,15345,23
10528,{},,,15346,10
10529,{},,,15347,38
10530,{},,,15348,7
10531,{},,198b,15353,4
10532,{},,1601,15354,18
10533,{},,35b,15356,42
10534,{},,,15357,2
10535,{},,,15359,3
10536,{},,,15361,11
10537,{},,325b,15362,4
10538,{},,,15362,5
10539,{},,,15363,57
10540,{},,,15364,17
10541,{},,,15365,11
10542,{},,,15368,11
10543,{},,,15370,3
10544,{},,638a,15371,20
10545,{},,248a,15373,4
10546,{},,290a,15375,23
10547,{},,358a,15376,23
10548,{},,816b,15377,23
10549,{},,627b,15378,23
10550,{},,,15379,31
10551,{},,650b,15380,23
10552,{},,47,15381,27
10553,{},,8,15382,27
10554,{},,8,15383,27
10555,{},,8,15384,27
10556,{},,,15385,7
10557,{},,854,15386,18
10558,{},,,15388,11
10559,{},,,15389,11
10560,{},,,15394,7
10561,{},,,15396,11
10562,{},,192,15399,10
10563,{},,421b,15400,23
10564,{},,327a,15401,4
10565,{},,,15402,10
10566,{},,218b,15403,4
10567,{},,257b,15404,4
10568,{},,,15407,11
10569,{},,,15409,2
10570,{},,,15410,2
10571,{},,,15414,15
10572,{},,,15415,15
10573,{},,,15416,15
10574,{},,,15418,11
10575,{},,,15422,11
10576,{},,,15424,7
10577,{},,75b,15425,88
10578,{},,,15429,11
10579,{},,,15432,11
10580,{},,,15433,7
10581,{},,,15434,11
10582,{},,,15435,11
10583,{},,,15438,3
10584,{},,256b,15439,4
10585,{},,,15442,3
10586,{},,69b,15443,23
10587,{},,252b,15444,23
10588,{},,204a,15445,23
10589,{},,357b,15446,23
10590,{},,,15447,31
10591,{},,608a,15448,23
10592,{},,627a,15449,23
10593,{},,650a,15450,23
10594,{},,633b,15451,23
10595,{},,,15452,11
10596,{},,,15453,8
10597,{},,,15454,28
10598,{},,,15455,28
10599,{},,,15456,28
10600,{},,,15457,10
10601,{},,,15458,17
10602,{},,2859,15459,18
10603,{},,79,15460,18
10604,{},,,15464,11
10605,{},,,15465,11
10606,{},,,15466,11
10607,{},,,15468,2
10608,{},,,15471,15
10609,{},,38,15471,19
10610,{},,6,15471,1
10611,{},,63a,15472,12
10612,{},,,15474,11
10613,{},,420,15476,20
10614,{},,414,15477,18
10615,{},,442a,15480,23
10616,{},,,15483,3
10617,{},,321a,15484,4
10618,{},,,15484,5
10619,{},,245a,15485,4
10620,{},,3914,15486,18
10621,{},,1559,15487,18
10622,{},,3097,15488,18
10623,{},,1121,15489,18
10624,{},,84b,15494,20
10625,{},,,15495,11
10626,{},,,15496,11
10627,{},,,15497,7
10628,{},,,15497,11
10629,{},,,15498,36
10630,{},,,15501,15
10631,{},,8,15501,19
10632,{},,49,15501,1
10633,{},,220b,15503,12
10634,{},,249,15505,13
10635,{},,283,15506,10
10636,{},,,15509,11
10637,{},,,15510,11
10638,{},,,15511,3
10639,{},,,15512,17
10640,{},,2044,15513,18
10641,{},,,15515,11
10642,{},,103b,15518,12
10643,{},,,15520,3
10644,{},,,15523,3
10645,{},,,15524,3
10646,{},,322a,15525,4
10647,{},,,15525,5
10648,{},,170a,15526,4
10649,{},,1533,15527,18
10650,{},,2249,15528,18
10651,{},,,15531,71
10652,{},,,15532,11
10653,{},,,15533,11
10654,{},,,15534,16
10655,{},,,15537,7
10656,{},,,15540,7
10657,{},,7b,15541,12
10658,{},,,15546,3
10659,{},,2475,15547,18
10660,{},,,15549,71
10661,{},,,15550,11
10662,{},,,15553,2
10663,{},,278,15556,10
10664,{},,278,15557,10
10665,{},,,15560,27
10666,{},,8,15561,85
10667,{},,,15562,3
10668,{},,,15563,31
10669,{},,1484,15565,18
10670,{},,151b,15567,20
10671,{},,,15568,11
10672,{},,63a,15571,12
10673,{},,,15573,7
10674,{},,104,15576,10
10675,{},,351,15576,10
10676,{},,293a,15577,23
10677,{},,,15577,31
10678,{},,270b,15578,20
10679,{},,,15579,2
10680,{},,,15581,15
10681,{},,205b,15582,12
10682,{},,205b,15583,12
10683,{},,,15586,7
10684,{},,,15587,31
10685,{},,90,15588,77
10686,{},,160b,15589,12
10687,{},,194,15590,18
10688,{},,90,15590,77
10689,{},,,15593,11
10690,{},,,15596,11
10691,{},,,15599,3
10692,{},,,15600,3
10693,{},,,15601,36
10694,{},,,15602,11
10695,{},,,15604,2
10696,{},,,15606,15
10697,{},,76,15606,19
10698,{},,75,15606,1
10699,{},,73a,15607,12
10700,{},,39,15608,13
10701,{},,,15609,11
10702,{},,,15611,3
10703,{},,,15612,16
10704,{},,,15613,33
10705,{},,,15613,10
10706,{},,,15614,38
10707,{},,3610,15615,18
10708,{},,2952,15615,18
10709,{},,,15617,11
10710,{},,,15619,2
10711,{},,,15622,91
10712,{},,55,15622,19
10713,{},,88,15622,1
10714,{},,108a,15623,12
10715,{},,,15624,3
10716,{},,,15625,11
10717,{},,,15627,16
10718,{},,,15628,11
10719,{},,,15629,7
10720,{},,256b,15630,4
10721,{},,,15631,11
10722,{},,131b,15633,12
10723,{},,,15634,7
10724,{},,,15635,7
10725,{},,,15636,11
10726,{},,,15637,7
10727,{},,131b,15638,12
10728,{},,,15640,3
10729,{},,22a,15641,42
10730,{},,323b,15642,4
10731,{},,,15644,17
10732,{},,,15645,17
10733,{},,,15646,11
10734,{},,22a,15647,42
10735,{},,,15651,11
10736,{},,629a,15652,23
10737,{},,,15652,31
10738,{},,183a,15654,4
10739,{},,2540,15655,18
10740,{},,,15657,17
10741,{},,,15658,11
10742,{},,,15660,11
10743,{},,,15662,3
10744,{},,,15662,11
10745,{},,,15665,7
10746,{},,,15666,3
10747,{},,,15667,11
10748,{},,321a,15668,4
10749,{},,229a,15669,4
10750,{},,1971,15672,18
10751,{},,,15674,17
10752,{},,,15675,11
10753,{},,,15677,2
10754,{},,135,15680,43
10755,{},,97b,15682,12
10756,{},,,15684,3
10757,{},,,15686,11
10758,{},,102,15687,28
10759,{},,545,15688,9
10760,{},,,15688,8
10761,{},,,15689,15
10762,{},,89,15689,19
10763,{},,20,15689,1
10764,{},,540b,15690,23
10765,{},,,15691,10
10766,{},,,15691,7
10767,{},,,15694,41
10768,{},,177a,15696,4
10769,{},,,15697,61
10770,{},,,15698,39
10771,{},,1931,15699,18
10772,{},,9b,15701,42
10773,{},,,15702,2
10774,{},,,15703,2
10775,{},,,15704,2
10776,{},,,15706,3
10777,{},,,15707,11
10778,{},,,15708,11
10779,{},,,15709,5
10780,{},,328a,15710,4
10781,{},,,15711,57
10782,{},,,15712,11
10783,{},,,15713,11
10784,{},,,15714,11
10785,{},,95a,15715,12
10786,{},,,15717,11
10787,{},,,15719,36
10788,{},,,15720,3
10789,{},,2205,15721,18
10790,{},,,15723,11
10791,{},,,15725,2
10792,{},,,15729,15
10793,{},,11,15730,1
10794,{},,56a,15731,12
10795,{},,,15732,11
10796,{},,,15735,11
10797,{},,,15736,31
10798,{},,327a,15737,4
10799,{},,237b,15738,4
10800,{},,2764,15739,18
10801,{},,188,15741,42
10802,{},,,15742,11
10803,{},,64,15743,27
10804,{},,240b,15747,12
10805,{},,37,15749,13
10806,{},,,15751,16
10807,{},,,15752,11
10808,{},,,15752,7
10809,{},,276,15753,18
10810,{},,35,15757,13
10811,{},,,15759,11
10812,{},,110,15762,10
10813,{},,110,15763,10
10814,{},,,15764,3
10815,{},,,15765,3
10816,{},,436b,15766,23
10817,{},,,15767,31
10818,{},,244a,15768,59
10819,{},,7,15769,27
10820,{},,24,15770,27
10821,{},,,15771,8
10822,{},,,15772,17
10823,{},,1728,15773,18
10824,{},,2682,15774,18
10825,{},,207b,15777,4
10826,{},,,15778,11
10827,{},,,15780,2
10828,{},,,15783,15
10829,{},,37,15783,19
10830,{},,,15784,3
10831,{},,86b,15785,12
10832,{},,54a,15789,23
10833,{},,239,15790,25
10834,{},,32a,15792,20
10835,{},,,15793,11
10836,{},,178b,15795,12
10837,{},,,15799,7
10838,{},,,15800,3
10839,{},,,15801,27
10840,{},,,15801,16
10841,{},,,15802,8
10842,{},,3586,15803,18
10843,{},,,15805,23
10844,{},,,15806,11
10845,{},,,15808,2
10846,{},,,15809,47
10847,{},,,15812,15
10848,{},,53,15812,19
10849,{},,51,15812,1
10850,{},,,15813,17
10851,{},,28a,15814,12
10852,{},,,15815,115
10853,{},,,15817,7
10854,{},,103,15817,13
10855,{},,,15819,11
10856,{},,,15821,3
10857,{},,142,15822,21
10858,{},,320a,15823,4
10859,{},,,15823,5
10860,{},,,15824,10
10861,{},,294b,15825,4
10862,{},,453,15826,18
10863,{},,451,15827,18
10864,{},,284b,15830,20
10865,{},,,15831,42
10866,{},,51a,15835,12
10867,{},,284b,15836,12
10868,{},,,15840,11
10869,{},,,15841,3
10870,{},,189,15842,21
10871,{},,2520,15843,18
10872,{},,2520,15844,18
10873,{},,97a,15847,20
10874,{},,,15848,11
10875,{},,,15850,2
10876,{},,40,15854,19
10877,{},,,15855,109
10878,{},,190,15856,12
10879,{},,,15859,3
10880,{},,329b,15860,4
10881,{},,,15862,2
10882,{},,,15864,15
10883,{},,70,15864,1
10884,{},,40,15864,19
10885,{},,307,15867,10
10886,{},,,15868,3
10887,{},,598a,15869,23
10888,{},,,15870,36
10889,{},,227a,15871,4
10890,{},,587b,15872,20
10891,{},,,15873,11
10892,{},,,15874,47
10893,{},,36,15877,13
10894,{},,323a,15879,4
10895,{},,,15879,5
10896,{},,191b,15882,4
10897,{},,792,15883,18
10898,{},,,15887,11
10899,{},,,15888,3
10900,{},,,15889,40
10901,{},,786,15890,18
10902,{},,140b,15892,20
10903,{},,,15893,11
10904,{},,,15894,36
10905,{},,25,15895,21
10906,{},,,15898,11
10907,{},,,15900,11
10908,{},,,15903,11
10909,{},,,15904,3
10910,{},,,15905,36
10911,{},,25,15906,21
10912,{},,323a,15907,4
10913,{},,,15907,5
10914,{},,,15908,40
10915,{},,191b,15909,4
10916,{},,786,15910,18
10917,{},,792,15911,18
10918,{},,140b,15914,20
10919,{},,,15915,11
10920,{},,,15916,2
10921,{},,,15920,11
10922,{},,,15922,11
10923,{},,12,15924,27
10924,{},,26,15925,27
10925,{},,36,15926,27
10926,{},,,15927,10
10927,{},,,15928,10
10928,{},,2761,15930,18
10929,{},,3457,15931,18
10930,{},,,15934,11
10931,{},,151a,15938,12
10932,{},,,15939,36
10933,{},,94,15940,19
10934,{},,2962,15943,18
10935,{},,184,15947,10
10936,{},,363b,15948,23
10937,{},,237b,15949,4
10938,{},,341b,15950,20
10939,{},,,15951,11
10940,{},,,15952,2
10941,{},,,15954,11
10942,{},,106b,15955,12
10943,{},,,15960,3
10944,{},,2421,15961,18
10945,{},,,15963,17
10946,{},,,15964,11
10947,{},,,15965,2
10948,{},,125a,15967,12
10949,{},,,15969,3
10950,{},,,15972,3
10951,{},,,15973,3
10952,{},,,15973,31
10953,{},,227a,15974,4
10954,{},,3878,15975,18
10955,{},,160a,15977,20
10956,{},,,15978,11
10957,{},,,15979,11
10958,{},,,15982,7
10959,{},,218a,15983,12
10960,{},,29,15985,13
10961,{},,,15986,24
10962,{},,,15986,11
10963,{},,,15987,24
10964,{},,,15987,11
10965,{},,,15989,36
10966,{},,358,15991,18
10967,{},,19.13,15991,45
10968,{},,1970,15992,18
10969,{},,2175,15993,18
10970,{},,2553,15994,18
10971,{},,2679,15995,18
10972,{},,3225,15996,18
10973,{},,,16004,3
10974,{},,130a,16005,23
10975,{},,99a,16006,20
10976,{},,,16007,11
10977,{},,,16008,11
10978,{},,82,16011,13
10979,{},,311,16012,13
10980,{},,,16014,3
10981,{},,,16016,8
10982,{},,,16018,2
10983,{},,,16021,15
10984,{},,30,16021,19
10985,{},,49,16021,1
10986,{},,,16024,3
10987,{},,169b,16025,4
10988,{},,,16026,3
10989,{},,395a,16027,23
10990,{},,,16027,31
10991,{},,,16028,16
10992,{},,,16029,17
10993,{},,3100,16030,18
10994,{},,20.20,16030,45
10995,{},,,16032,17
10996,{},,,16033,11
10997,{},,,16034,11
10998,{},,,16035,2
10999,{},,,16038,36
11000,{},,,16039,7
11001,{},,395a,16044,23
11002,{},,,16044,31
11003,{},,375a,16045,20
11004,{},,,16047,8
11005,{},,,16048,10
11006,{},,232a,16049,4
11007,{},,287a,16050,4
11008,{},,284a,16051,4
11009,{},,,16054,7
11010,{},,,16058,3
11011,{},,,16059,3
11012,{},,,16060,36
11013,{},,169a,16061,4
11014,{},,182b,16063,20
11015,{},,,16064,7
11016,{},,,16065,11
11017,{},,,16067,2
11018,{},,,16071,15
11019,{},,9,16071,19
11020,{},,,16072,17
11021,{},,39b,16073,12
11022,{},,160a,16073,12
11023,{},,,16075,7
11024,{},,77,16076,13
11025,{},,215,16079,10
11026,{},,,16080,3
11027,{},,,16081,31
11028,{},,,16082,31
11029,{},,,16083,31
11030,{},,,16084,31
11031,{},,,16085,31
11032,{},,572,16086,69
11033,{},,390,16087,18
11034,{},,86,16088,18
11035,{},,2570,16089,18
11036,{},,2726,16090,18
11037,{},,386b,16095,20
11038,{},,,16098,11
11039,{},,,16099,11
11040,{},,266,16101,13
11041,{},,446,16104,23
11042,{},,,16106,8
11043,{},,2782,16107,18
11044,{},,3229,16108,18
11045,{},,425b,16111,20
11046,{},,,16112,11
11047,{},,,16114,7
11048,{},,,16118,36
11049,{},,3861,16119,18
11050,{},,,16121,11
11051,{},,219b,16124,12
11052,{},,,16125,11
11053,{},,,16126,7
11054,{},,206,16129,10
11055,{},,,16130,3
11056,{},,44,16131,27
11057,{},,1079,16132,18
11058,{},,,16134,17
11059,{},,,16135,17
11060,{},,,16136,11
11061,{},,,16138,2
11062,{},,,16141,15
11063,{},,91,16141,19
11064,{},,23,16141,1
11065,{},,,16142,11
11066,{},,78a,16143,12
11067,{},,,16144,7
11068,{},,,16149,7
11069,{},,,16150,3
11070,{},,,16151,38
11071,{},,268b,16153,4
11072,{},,872,16154,18
11073,{},,,16156,17
11074,{},,,16157,11
11075,{},,,16158,11
11076,{},,452,16162,20
11077,{},,238a,16163,12
11078,{},,317,16165,26
11079,{},,,16167,3
11080,{},,,16169,15
11081,{},,73,16169,19
11082,{},,22,16169,1
11083,{},,,16170,3
11084,{},,,16171,3
11085,{},,,16172,10
11086,{},,,16173,38
11087,{},,,16174,7
11088,{},,257b,16177,4
11089,{},,232,16178,4
11090,{},,1076,16179,18
11091,{},,,16182,2
11092,{},,238,16184,10
11093,{},,,16185,3
11094,{},,,16186,3
11095,{},,,16187,11
11096,{},,320a,16188,4
11097,{},,,16189,17
11098,{},,,16190,11
11099,{},,,16193,11
11100,{},,,16195,3
11101,{},,,16197,11
11102,{},,,16198,11
11103,{},,,16199,3
11104,{},,,16200,31
11105,{},,487b,16201,23
11106,{},,330b,16202,4
11107,{},,215,16203,18
11108,{},,,16205,17
11109,{},,,16206,11
11110,{},,468b,16209,20
11111,{},,80b,16210,12
11112,{},,,16212,3
11113,{},,195,16213,13
11114,{},,,16215,10
11115,{},,269b,16216,4
11116,{},,,16219,2
11117,{},,,16220,15
11118,{},,89,16220,19
11119,{},,22,16220,1
11120,{},,262,16222,10
11121,{},,,16223,10
11122,{},,,16224,38
11123,{},,,16226,2
11124,{},,,16227,15
11125,{},,77,16227,19
11126,{},,23,16227,1
11127,{},,,16230,7
11128,{},,,16231,3
11129,{},,200a,16232,4
11130,{},,,16233,22
11131,{},,,16235,17
11132,{},,,16236,11
11133,{},,,16237,11
11134,{},,101,16240,20
11135,{},,,16241,11
11136,{},,195,16243,13
11137,{},,,16244,3
11138,{},,,16245,7
11139,{},,,16246,7
11140,{},,,16249,3
11141,{},,,16250,3
11142,{},,,16251,31
11143,{},,,16253,11
11144,{},,326b,16254,4
11145,{},,,16254,5
11146,{},,237a,16255,4
11147,{},,2320,16257,18
11148,{},,,16261,2
11149,{},,,16264,11
11150,{},,,16265,15
11151,{},,87,16265,19
11152,{},,,16267,17
11153,{},,109b,16268,12
11154,{},,24,16270,13
11155,{},,,16272,36
11156,{},,,16273,36
11157,{},,,16274,16
11158,{},,,16275,8
11159,{},,,16276,8
11160,{},,71,16277,28
11161,{},,,16280,15
11162,{},,1,16280,19
11163,{},,68,16280,1
11164,{},,,16281,3
11165,{},,,16282,3
11166,{},,3220,16287,18
11167,{},,,16289,2
11168,{},,277,16292,10
11169,{},,,16293,11
11170,{},,326b,16294,4
11171,{},,,16294,5
11172,{},,,16295,17
11173,{},,,16296,11
11174,{},,18b,16299,12
11175,{},,,16301,11
11176,{},,637b,16302,20
11177,{},,158,16304,10
11178,{},,158,16305,10
11179,{},,159,16306,10
11180,{},,288a,16308,23
11181,{},,,16308,31
11182,{},,356a,16309,23
11183,{},,,16310,31
11184,{},,433a,16311,23
11185,{},,549a,16312,23
11186,{},,,16313,31
11187,{},,607b,16314,23
11188,{},,,16315,31
11189,{},,626b,16316,23
11190,{},,,16317,11
11191,{},,,16318,7
11192,{},,,16318,11
11193,{},,,16319,24
11194,{},,,16319,11
11195,{},,636b,16321,20
11196,{},,56b,16323,23
11197,{},,,16324,31
11198,{},,,16325,31
11199,{},,,16326,31
11200,{},,98b,16327,23
11201,{},,548b,16328,23
11202,{},,100b,16329,23
11203,{},,420a,16330,23
11204,{},,527a,16331,23
11205,{},,571b,16332,23
11206,{},,287a,16333,23
11207,{},,823b,16334,23
11208,{},,,16335,31
11209,{},,,16337,11
11210,{},,539a,16338,23
11211,{},,628b,16339,23
11212,{},,,16339,31
11213,{},,652b,16340,23
11214,{},,552b,16341,23
11215,{},,70a,16342,23
11216,{},,547a,16343,23
11217,{},,,16343,31
11218,{},,175a,16344,23
11219,{},,,16345,31
11220,{},,317b,16346,23
11221,{},,435a,16347,23
11222,{},,609b,16348,23
11223,{},,642b,16349,20
11224,{},,,16350,11
11225,{},,,16351,11
11226,{},,,16352,11
11227,{},,359b,16356,23
11228,{},,609b,16357,23
11229,{},,,16358,31
11230,{},,628b,16359,23
11231,{},,652b,16360,23
11232,{},,642b,16361,20
11233,{},,,16363,2
11234,{},,,16364,15
11235,{},,44,16364,19
11236,{},,53,16365,19
11237,{},,25,16366,1
11238,{},,,16370,3
11239,{},,,16371,3
11240,{},,,16372,31
11241,{},,573a,16373,23
11242,{},,,16373,3
11243,{},,,16373,31
11244,{},,628b,16374,23
11245,{},,435a,16375,23
11246,{},,609b,16376,23
11247,{},,552b,16377,23
11248,{},,,16377,31
11249,{},,359b,16378,23
11250,{},,291b,16379,23
11251,{},,,16380,31
11252,{},,,16381,7
11253,{},,642b,16382,20
11254,{},,,16383,11
11255,{},,,16384,7
11256,{},,,16384,11
11257,{},,,16385,11
11258,{},,,16386,7
11259,{},,,16386,11
11260,{},,,16387,7
11261,{},,,16387,11
11262,{},,,16388,11
11263,{},,,16389,11
11264,{},,,16390,11
11265,{},,,16391,11
11266,{},,,16392,16
11267,{},,,16393,16
11268,{},,,16396,7
11269,{},,,16397,11
11270,{},,,16398,11
11271,{},,,16399,11
11272,{},,,16400,11
11273,{},,134b,16402,12
11274,{},,149a,16403,12
11275,{},,81,16405,13
11276,{},,327,16406,4
11277,{},,,16406,5
11278,{},,,16407,7
11279,{},,20,16409,21
11280,{},,641b,16411,20
11281,{},,,16412,54
11282,{},,268a,16412,20
11283,{},,551b,16413,23
11284,{},,,16413,31
11285,{},,290b,16414,23
11286,{},,,16414,31
11287,{},,539a,16415,23
11288,{},,,16415,31
11289,{},,547,16416,23
11290,{},,,16416,31
11291,{},,572b,16417,23
11292,{},,,16417,31
11293,{},,609a,16418,23
11294,{},,,16418,31
11295,{},,628a,16419,23
11296,{},,,16419,31
11297,{},,,16422,11
11298,{},,,16423,11
11299,{},,,16424,11
11300,{},,429a,16425,23
11301,{},,533a,16426,23
11302,{},,604a,16427,23
11303,{},,604a,16428,23
11304,{},,623a,16429,23
11305,{},,642a,16430,23
11306,{},,68a,16431,23
11307,{},,350a,16432,23
11308,{},,,16433,31
11309,{},,,16434,8
11310,{},,213a,16435,4
11311,{},,213a,16436,4
11312,{},,,16437,17
11313,{},,,16438,11
11314,{},,,16439,11
11315,{},,,16440,7
11316,{},,,16441,7
11317,{},,,16442,11
11318,{},,,16443,11
11319,{},,,16444,11
11320,{},,,16445,11
11321,{},,18b,16447,12
11322,{},,53,16449,13
11323,{},,,16452,11
11324,{},,429a,16453,23
11325,{},,,16453,31
11326,{},,533a,16454,23
11327,{},,,16454,31
11328,{},,604a,16455,23
11329,{},,,16456,31
11330,{},,623a,16457,23
11331,{},,642a,16458,23
11332,{},,68a,16459,23
11333,{},,350a,16460,23
11334,{},,213a,16461,4
11335,{},,630b,16462,20
11336,{},,,16465,3
11337,{},,,16467,11
11338,{},,,16468,11
11339,{},,,16469,11
11340,{},,,16470,11
11341,{},,,16471,11
11342,{},,,16472,11
11343,{},,,16473,11
11344,{},,,16474,11
11345,{},,,16475,11
11346,{},,356a,16476,23
11347,{},,432b,16477,23
11348,{},,548b,16478,23
11349,{},,98b,16479,23
11350,{},,626b,16480,23
11351,{},,648a,16481,23
11352,{},,287b,16482,23
11353,{},,607b,16483,23
11354,{},,,16484,31
11355,{},,412a,16485,20
11356,{},,,16486,24
11357,{},,,16486,7
11358,{},,,16486,11
11359,{},,,16487,24
11360,{},,,16487,7
11361,{},,,16487,11
11362,{},,,16488,11
11363,{},,,16489,11
11364,{},,,16490,11
11365,{},,,16491,11
11366,{},,92,16495,18
11367,{},,415,16496,18
11368,{},,2025,16497,18
11369,{},,2240,16498,18
11370,{},,2573,16499,18
11371,{},,2733,16500,18
11372,{},,3487,16501,18
11373,{},,,16510,2
11374,{},,,16511,2
11375,{},,,16512,15
11376,{},,43,16512,19
11377,{},,43,16513,19
11378,{},,44,16514,19
11379,{},,26,16514,1
11380,{},,49,16515,13
11381,{},,49,16516,13
11382,{},,,16517,2
11383,{},,,16518,2
11384,{},,,16519,2
11385,{},,,16520,2
11386,{},,,16521,2
11387,{},,,16522,2
11388,{},,54,16523,1
11389,{},,,16524,15
11390,{},,26,16525,1
11391,{},,43,16525,19
11392,{},,,16526,15
11393,{},,45,16526,19
11394,{},,,16527,15
11395,{},,8,16527,19
11396,{},,,16528,15
11397,{},,213a,16531,4
11398,{},,213b,16532,4
11399,{},,213a,16533,4
11400,{},,,16534,11
11401,{},,,16535,11
11402,{},,,16536,11
11403,{},,,16537,11
11404,{},,,16538,11
11405,{},,,16539,11
11406,{},,,16540,11
11407,{},,20,16542,27
11408,{},,138,16543,10
11409,{},,138,16544,10
11410,{},,139,16545,10
