jsondata,id,name,description,markup_description,pk,valueset_pk,domainelement_pk,frequency,confidence,version
{},wi-30-1-2,t’eek,wilt,,403,331,,,,1
{},wi-30-1-3,taatʔék,be bruised,,404,331,,,,1
{},wi-30-1-4,taat’ek,wilt,,405,331,,,,1
{},wi-30-1-5,"tʔék, gi-",[wilt],,406,331,,,,1
{},wi-30-1-6,git’ek,[wilt],,407,331,,,,1
{},wi-30-1-7,"tʔék, taa-",[wilt],,408,331,,,,1
{},wi-30-1-8,taat’ek,[wilt],,409,331,,,,1
{},da-30-1-1,it’éća,"slightly warm, lukewarm, tepid",,410,332,,,,1
{},ks-30-1-1,cʔéga,lazy,,411,333,,,,1
{},ks-30-1-2,"cʔéga, ba-","wither, cause by rooting up",,412,333,,,,1
{},ks-30-1-3,"cʔega, bá-","wither, to cause by cutting",,413,333,,,,1
{},ks-30-1-4,"cʔéga, bü-","numb, make by sitting on",,414,333,,,,1
{},ks-30-1-5,"cʔega, dá-","withered, killed, injured by heat",,415,333,,,,1
{},ks-30-1-6,"dacʔega, bá-","wilt, cut and cause to",,416,333,,,,1
{},ks-30-1-7,"dácʔega, ba-","wilt, cause by rooting up",,417,333,,,,1
{},ks-30-1-8,"dacʔega, dá-","spoil, as hot weather does meat",,418,333,,,,1
{},ks-30-1-9,"dácʔega, ga-",dry a little by blowing on,,419,333,,,,1
{},ks-30-1-10,"cʔéga, ya-","wither from being gnawed on, as a plant",,420,333,,,,1
{},ks-30-1-11,"cʔéga, yü-",make lazy,,421,333,,,,1
{},pwc-30-1-1,*tʔé•ke,[wilt],,422,334,,,,1
{},pdh-30-1-1,*tʔéka,[wilt],,423,335,,,,1
{},os-30-1-1,dáṭsʔega,"wilted, withered",,424,336,,,,1
{},pda-30-1-1,*tʔéka,[wilt],,425,337,,,,1
{},op-30-1-1,tʔéga,lazy,,426,338,,,,1
{},pmv-31-1-1,*rú•ɣi,"[willow, Salix sp.]",,427,339,,,,1
{},ch-31-1-1,luxí,"[willow, Salix sp.]",,428,340,,,,1
{},ch-31-1-2,rúxi,"[willow, Salix sp.]",,429,340,,,,1
{},qu-31-1-1,díɣe,willow,,430,341,,,,1
{},bi-31-1-1,"ayuxú, áyuxudí",sweet gum tree,,431,342,,,,1
{},wi-31-1-1,ruuɣí,willow,,432,343,,,,1
{},wi-31-1-2,ruuǧi,"[willow, Salix sp.]",,433,343,,,,1
{},ks-31-1-1,"yǘ•ɣe, yǘ•ɣe ziga","willow, hard willow",,434,344,,,,1
{},psi-31-1-1,*ayú•xi ~ *arú•xi (?),"[willow, Salix sp.]",,435,345,,,,1
{},pwc-31-1-1,rú•ɣi,"[willow, Salix sp.]",,436,346,,,,1
{},pdh-31-1-1,*rú•ɣe,"[willow, Salix sp.]",,437,347,,,,1
{},ot-31-1-1,lu•xwé•,"[willow, Salix sp.]",,438,348,,,,1
{},os-31-1-1,thiúxe,willow tree,,439,349,,,,1
{},op-31-1-1,thíxe,Salix sp.,,440,350,,,,1
{},pmv-32-1-1,*wayaʔį,"[will, purpose]",,441,351,,,,1
{},ch-32-1-1,wayį́,to command,,442,352,,,,1
{},qu-32-1-1,wažį́ ~ wážǫį́,"will, patience",,443,353,,,,1
{},la-32-1-1,wačhį́,"think, purpose",,444,354,,,,1
{},wi-32-1-1,wažą,"purposeful, be important",,445,355,,,,1
{},wi-32-1-2,wažą,"[will, purpose]",,446,355,,,,1
{},da-32-1-1,waćíŋ,"think, purpose",,447,356,,,,1
{},ks-32-1-1,wažį́,will,,448,357,,,,1
{},pwc-32-1-1,*wažąį,"[will, purpose]",,449,358,,,,1
{},pdh-32-1-1,*wažąį,"[will, purpose]",,450,359,,,,1
{},os-32-1-1,wazhíⁿ,"own will, volition",,451,360,,,,1
{},pda-32-1-1,*wačhą́ʔį,"[will, purpose]",,452,361,,,,1
{},op-32-1-1,wazhiⁿ,will,,453,362,,,,1
{},of-33-1-1,at‹ạ́nta,wildcat,,454,363,,,,1
{},of-33-2-1,tạⁿtcĭ´ñki,little cat,,455,363,,,,1
{},pbo-33-1-1,*(a)thą́tǫ,[wild cat (2)],,456,364,,,,1
{},bi-33-1-1,taⁿtoⁿ (archaic); taⁿta,panther,,457,365,,,,1
{},bi-33-1-2,taⁿtoⁿná,Ancient of Panthers,,458,365,,,,1
{},ch-34-1-1,udwą́,[wild cat (1)],,459,366,,,,1
{},la-34-1-1,igmų́,cat,,460,367,,,,1
{},la-34-1-2,igmú,cat,,461,367,,,,1
{},tu-34-1-1,dalúsgịk’,cat,,462,368,,,,1
{},bi-34-1-1,"tmotcká, tûmótcka, tûmotck",wildcat,,463,369,,,,1
{},bi-34-1-2,tmó̄tc kdĕxí,spotted wildcat,,464,369,,,,1
{},wi-34-1-1,wiičą́wą,[wild cat (1)],,465,370,,,,1
{},wi-34-1-2,wiicąwą,[wild cat (1)],,466,370,,,,1
{},da-34-1-1,ínmu,"cat, generic",,467,371,,,,1
{},ks-34-1-1,ilǫ́ga,bobcat,,468,372,,,,1
{},ks-34-1-2,ilǫ́žįga,domestic cat,,469,372,,,,1
{},pch-34-1-1,*itapu• (?),[wild cat (1)],,470,373,,,,1
{},hi-34-1-1,ítupa•,"wild cat, tiger, lion",,471,374,,,,1
{},pwc-34-1-1,*-twą,[wild cat (1)],,472,375,,,,1
{},pdh-34-1-1,*įkrǫ́,[wild cat (1)],,473,376,,,,1
{},cr-34-1-1,iishpíiwishka,cat,,474,377,,,,1
{},os-34-1-1,iⁿgthóⁿga,puma,,475,378,,,,1
{},pda-34-1-1,*ikmų́,[wild cat (1)],,476,379,,,,1
{},op-34-1-1,iⁿgthúⁿ,[wild cat (1)],,477,380,,,,1
{},psi-35-1-1,*ųhe,[wife],,478,381,,,,1
{},ma-35-1-1,kų́ʔhe,his wife,,479,382,,,,1
{},pch-35-1-1,*uá,[wife],,480,383,,,,1
{},hi-35-1-1,ua,wife,,481,384,,,,1
{},pma-35-1-1,*ųhe,[wife],,482,385,,,,1
{},cr-35-1-1,uá,wife,,483,386,,,,1
{},pmv-36-1-1,*xʔá,[whoop],,484,387,,,,1
{},ch-36-1-1,ugráxʔa,yell,,485,388,,,,1
{},qu-36-1-1,"xʔa, okdá-",whoop vi,,486,389,,,,1
{},qu-36-1-2,"xʔaxʔá, okdá-","whoop, give the scalp yell",,487,389,,,,1
{},la-36-1-1,xʔayéla,making a noise as hail,,488,390,,,,1
{},la-36-1-2,xʔą́hąska,long-winded,,489,390,,,,1
{},la-36-1-3,xʔą́hąska hoxpapi,whooping cough,,490,390,,,,1
{},ks-36-1-1,iolákʔakʔá,"whoop, war, or scalp yell",,491,391,,,,1
{},pdh-36-1-1,*okráxʔaxʔa,[whoop],,492,392,,,,1
{},op-36-1-1,oðágðaʔáʔa,give the scalp yell,,493,393,,,,1
{},pmv-37-1-1,*pe•,[who],,494,394,,,,1
{},psi-37-1-1,*pe•,[who],,495,395,,,,1
{},of-37-1-1,békoⁿ,who is it? who?,,496,396,,,,1
{},ca-37-1-1,-pé {in} düpä´,person,,497,397,,,,1
{},ca-37-2-1,-pé {in} nepä´,"somebody, someone, something",,498,397,,,,1
{},ca-37-2-2,-pé- {in} depéra,"other, another",,499,397,,,,1
{},ca-37-2-3,-pé- {in} nəpéra,one and (the) other,,500,397,,,,1
{},ca-37-2-4,-pé-,one and the other,,501,397,,,,1
{},ca-37-2-5,-pé- {in} nəpérakí•ye,"other, another",,502,397,,,,1
{},ca-37-2-6,-pé- {in} nepéra,some (plural),,503,397,,,,1
{},ca-37-2-7,-pé,[who],,504,397,,,,1
{},ca-37-2-8,yén depé-agré,[who],,505,397,,,,1
{},bi-37-1-1,-pé- {in} káwa tŭpéta,whose?,,506,398,,,,1
{},wi-37-1-1,pee- {in} peežé,who,,507,399,,,,1
{},wi-37-1-2,pee- {in} peeže,[who],,508,399,,,,1
{},ks-37-1-1,bé- {in} béeški,who,,509,400,,,,1
{},hi-37-1-1,-pé•- {in} ta•pé•ʔ,who is it?,,510,401,,,,1
{},hi-37-1-2,-pé•- {in} ta•pé•ri ni•ki•wéʔ,who told you?,,511,401,,,,1
{},hi-37-1-3,-pé•- {in} tapé•wa,who could it be?,,512,401,,,,1
{},pdh-37-1-1,*pe,[who],,513,402,,,,1
{},cr-37-1-1,-pée {in} sapée,who,,514,403,,,,1
{},os-37-1-1,be,whoever,,515,404,,,,1
{},os-37-2-1,pé- {in} bé-thiⁿ-ge,nobody,,516,404,,,,1
{},os-37-3-1,-pé- {in} e-béa,who is it?,,517,404,,,,1
{},op-37-1-1,-be {in} ébe ~ ebé,who,,518,405,,,,1
{},da-38-1-1,wašíču,white man,,519,406,,,,1
{},pda-38-1-1,*wašíču,[white man],,520,407,,,,1
{},la-38-1-1,wašíču,white man,,521,408,,,,1
{},pmv-39-1-1,*ská,[white (2)],,522,409,,,,1
{},psi-39-1-1,[old reconstruction only],[white (2)],,523,410,,,,1
{},qu-39-1-1,ská,white,,524,411,,,,1
{},la-39-1-1,ská,"bleach by striking or dragging; to become clear, to clear off, as clouds, smoke etc.",,525,412,,,,1
{},la-39-1-2,"ská, ka-","bleach, get white",,526,412,,,,1
{},la-39-1-3,"ská, na-",bleach; to rub and make white,,527,412,,,,1
{},la-39-1-4,"ská, pa-","wash off, as rain does whitewash",,528,412,,,,1
{},la-39-1-5,"ská, wo-",make clean with the mouth,,529,412,,,,1
{},la-39-1-6,"ská, ya-","whiten, cleanse, to gather with the fingers.",,530,412,,,,1
{},la-39-1-7,"ská, yu-",[white (2)],,531,412,,,,1
{},wi-39-1-1,sgáa,white,,532,413,,,,1
{},wi-39-1-2,sgaa,light (in color),,533,413,,,,1
{},wi-39-1-3,"sgá, raa-",[white (2)],,534,413,,,,1
{},wi-39-1-4,rasga,[white (2)],,535,413,,,,1
{},st-39-1-1,θká,[white (2)],,536,414,,,,1
{},ks-39-1-1,ská,white,,537,415,,,,1
{},ch-39-1-1,θká•,white,,538,416,,,,1
{},pwc-39-1-1,*ská•,[white (2)],,539,417,,,,1
{},pdh-39-1-1,*ská,[white (2)],,540,418,,,,1
{},os-39-1-1,ská,white,,541,419,,,,1
{},pda-39-1-1,*ská,[white (2)],,542,420,,,,1
{},op-39-1-1,ská,white,,543,421,,,,1
{},pmv-40-1-1,*są́•(-hą),[white (1)],,544,422,,,,1
{},psi-40-1-1,*asą́•(-hą),[white (1)],,545,423,,,,1
{},qu-40-1-1,są́ ~ są́hą,white in the distance,,546,424,,,,1
{},la-40-1-1,są,whitish,,547,425,,,,1
{},ch-40-1-1,θą,"bright, clear",,548,426,,,,1
{},of-40-1-1,afháⁿ,[white (1)],,549,427,,,,1
{},tu-40-1-1,"asùñi; asañi, asai, asei, asáñi, asāi, aséi",[white (1)],,550,428,,,,1
{},bi-40-1-1,asąʔ,[white (1)],,551,429,,,,1
{},bi-40-1-2,"sáⁿ, asáⁿ",[white (1)],,552,429,,,,1
{},wi-40-1-1,są́ą,"white, pale",,553,430,,,,1
{},wi-40-1-2,sąą,[white (1)],,554,430,,,,1
{},da-40-1-1,są,whitish,,555,431,,,,1
{},ks-40-1-1,są́,distant white,,556,432,,,,1
{},hi-40-1-1,átakE,"white, pale, bleached, clear",,557,433,,,,1
{},hi-40-1-2,átaki,[white (1)],,558,433,,,,1
{},pwc-40-1-1,*są́•,[white (1)],,559,434,,,,1
{},pdh-40-1-1,*są́(-hą),[white (1)],,560,435,,,,1
{},cr-40-1-1,táachii,"clear, bright",,561,436,,,,1
{},pbo-40-1-1,*asą́,[white (1)],,562,437,,,,1
{},pse-40-1-1,*asą́,[white (1)],,563,438,,,,1
{},os-40-1-1,çóⁿhoⁿ,"whitened animal skins, resembling white",,564,439,,,,1
{},pda-40-1-1,*są,[white (1)],,565,440,,,,1
{},op-40-1-1,są,whitish,,566,441,,,,1
{},psi-41-1-1,*só•-pE,[whistle (3)],,567,442,,,,1
{},ma-41-1-1,šopkáʔ,"prairie dog, groundhog, gopher",,568,443,,,,1
{},ma-41-1-2,sópoʔš,"it squeaks, chirps, whistles",,569,443,,,,1
{},ma-41-1-3,sópsope,"sparrow, cricket",,570,443,,,,1
{},pch-41-1-1,*co•pE,[whistle (3)],,571,444,,,,1
{},hi-41-1-1,có•pE,chirp,,572,445,,,,1
{},pma-41-1-1,*Sop-,[whistle (3)],,573,446,,,,1
{},cr-41-1-1,čóopi,squeak,,574,447,,,,1
{},pmv-42-1-1,*žo(-te),[whistle (2)],,575,448,,,,1
{},psi-42-1-1,*šo•,[whistle (2)],,576,449,,,,1
{},ma-42-1-1,sópoʔš,"it squeaks, chirps, whistles",,577,450,,,,1
{},ma-42-1-2,sópsope,"sparrow, cricket",,578,450,,,,1
{},la-42-1-1,žo,whistle as a man does,,579,451,,,,1
{},wi-42-1-1,wiižóžoč,[whistle (2)],,580,452,,,,1
{},wi-42-1-2,wiižožoc,[whistle (2)],,581,452,,,,1
{},da-42-1-1,[†žo],whistle as a man does,,582,453,,,,1
{},ch-42-1-1,iyóǰe,[whistle (2)],,583,454,,,,1
{},pma-42-1-1,*sop-,[whistle (2)],,584,455,,,,1
{},pdh-42-1-1,*žote,[whistle (2)],,585,456,,,,1
{},qu-42-1-1,dážotté,whistle shrilly,,586,457,,,,1
{},os-42-1-1,zhodsé,whistle,,587,458,,,,1
{},pda-42-1-1,*žo,[whistle (2)],,588,459,,,,1
{},pwc-42-1-1,*-žóte,[whistle (2)],,589,460,,,,1
{},psi-43-1-1,*so•,"[whistle (1), chirp]",,590,461,,,,1
{},ma-43-1-1,šopkáʔ,"prairie dog, groundhog, gopher",,591,462,,,,1
{},of-43-1-1,fạ́tfạte,to whistle,,592,463,,,,1
{},bi-43-1-1,"sâde, sâdĕdí, sâdedí",whistle as a man or boy,,593,464,,,,1
{},bi-43-1-2,sĭsotí,"type of cricket (green, long-legged)",,594,464,,,,1
{},ks-43-1-1,mąsóǰe,flute,,595,465,,,,1
{},pch-43-1-1,*có•pE,"[whistle (1), chirp]",,596,466,,,,1
{},hi-43-1-1,có•pE,chirp,,597,467,,,,1
{},pma-43-1-1,*šop-,"[whistle (1), chirp]",,598,468,,,,1
{},pdh-43-1-1,*sóte,"[whistle (1), chirp]",,599,469,,,,1
{},cr-43-1-1,čóopi,chirp,,600,470,,,,1
{},pbo-43-1-1,*soti (?),"[whistle (1), chirp]",,601,471,,,,1
{},os-43-1-1,thaçúçue,"[whistle (1), chirp]",,602,472,,,,1
{},os-43-2-1,Moⁿço´tse gaxa,Whistle Creek,,603,472,,,,1
{},op-43-1-1,zude,"[whistle (1), chirp]",,604,473,,,,1
{},pmv-44-1-1,*psį́tE,[whip],,605,474,,,,1
{},da-44-1-1,ićápsiŋte,"something to whip with, a whip",,606,475,,,,1
{},wi-44-1-1,"psį́c, gi-","whip, v.; spank, v.",,607,476,,,,1
{},wi-44-1-2,gipsįc,[whip],,608,476,,,,1
{},pda-44-1-1,*psį́tA,[whip],,609,477,,,,1
{},la-44-1-1,"psįte, šųkíča-",a horse whip,,610,478,,,,1
{},la-44-1-2,"psį́psįta, yu-",whip,,611,478,,,,1
{},la-44-1-3,"psį́ta, ka-","whip, flog; to correct, as a child by whipping",,612,478,,,,1
{},ks-46-1-1,-yą- {in} yéyąska,"size, this size, this large",,613,479,,,,1
{},ks-46-1-2,-yą- {in} gašéyąska,"of a certain size, it’s that big",,614,479,,,,1
{},ks-46-1-3,-yǫ- {in} háyǫska,"how big, what size?",,615,479,,,,1
{},ks-46-1-4,-yǫ- {in} góze éyǫska,"equal in size, as large as, same size",,616,479,,,,1
{},ks-46-1-5,-yǫ- {in} šéyǫska,that size; it was that big,,617,479,,,,1
{},psi-46-1-1,*(r)ą,[what size],,618,480,,,,1
{},os-46-1-1,-ðą- {in} á-thoⁿ-çka a (?),of what size is it? how large?,,619,481,,,,1
{},os-46-2-1,-ðą- {in} thé-thoⁿ-çka,this size,,620,481,,,,1
{},bi-46-1-1,-ną- {in} ténaska,this large,,621,482,,,,1
{},pdh-46-1-1,*-(r)ą-,[what size],,622,483,,,,1
{},pmv-47-1-1,*(ka-)ʔų́ {or} *(ka-)ʔą́,[weigh],,623,484,,,,1
{},ch-47-1-1,"[†ʔą, ru-]",lift together and weigh; to heft,,624,485,,,,1
{},pwc-47-1-1,*ruʔą́,[weigh],,625,486,,,,1
{},wi-47-1-1,"ʔą́, hawa-",put on one’s shoulder,,626,487,,,,1
{},wi-47-1-2,hawa’ą,"weigh out a portion, v.tr.; weigh a certain amount, v.intr.",,627,487,,,,1
{},wi-47-1-3,"ʔą́, nąą-",carry; lift up; hold,,628,487,,,,1
{},wi-47-1-4,nąą’ą,"bounce up, bounce up and down",,629,487,,,,1
{},wi-47-1-5,"ʔą́, ru-",[weigh],,630,487,,,,1
{},wi-47-1-6,ru’ą,[weigh],,631,487,,,,1
{},wi-47-1-7,"ʔą́, gi-, giʔąʔą́",[weigh],,632,487,,,,1
{},wi-47-1-8,"gi’ą, gi’ą’ą",[weigh],,633,487,,,,1
{},la-47-1-1,kaų́kaka,be jolted or bounced up and down,,634,488,,,,1
{},pmv-48-1-1,*sų́,[weave (2)],,635,489,,,,1
{},ch-48-1-1,wé•θą,weaving,,636,490,,,,1
{},qu-48-1-1,nąxʔésą,scalp lock plaited,,637,491,,,,1
{},la-48-1-1,sų,"plait, braid",,638,492,,,,1
{},la-48-1-2,wasų,"braid in strings, as corn or hair",,639,492,,,,1
{},la-48-1-3,onázų ~ onásų,"braid together, sew or weave",,640,492,,,,1
{},bi-48-1-1,"tcoⁿ, natcóⁿ",plait,,641,493,,,,1
{},wi-48-1-1,hakisų́,braid,,642,494,,,,1
{},wi-48-1-2,hakisų,[weave (2)],,643,494,,,,1
{},da-48-1-1,soŋ,"plait or braid, as hair or corn",,644,495,,,,1
{},da-48-2-1,wasóŋ,"braid in strings, as corn or hair",,645,495,,,,1
{},ks-48-1-1,są,plaited,,646,496,,,,1
{},psi-48-1-1,*sų ~ *šų,[weave (2)],,647,497,,,,1
{},pdh-48-1-1,*są,[weave (2)],,648,498,,,,1
{},os-48-1-1,Hoçoⁿ,Braided-fish,,649,499,,,,1
{},pda-48-1-1,*sų,[weave (2)],,650,500,,,,1
{},op-48-1-1,ákhibésą,fold,,651,501,,,,1
{},pmv-49-1-1,*-zų́-tE,[weave (1)],,652,502,,,,1
{},psi-49-1-1,*-sų́-tE,[weave (1)],,653,503,,,,1
{},qu-49-1-1,"zą́tte, ka-","weave, braid",,654,504,,,,1
{},qu-49-1-2,"zǫ́tte, íba-","lace up, as a pack",,655,504,,,,1
{},la-49-1-1,"zų́ta, pa-","sew or run up at the sides some distance from the edge e.g. of leggings, to lace",,656,505,,,,1
{},la-49-1-2,"zų́ta, yu-",make honest; to make them better men.,,657,505,,,,1
{},la-49-1-3,"zųta, ayá-","connect or weave together, as in talking",,658,505,,,,1
{},la-49-1-4,"zųta, waká-",weave,,659,505,,,,1
{},ch-49-1-1,wa•ðų́ǰe,sew,,660,506,,,,1
{},da-49-1-1,kazóŋta,"weave, twist in as in making baskets or snowshoes",,661,507,,,,1
{},ks-49-1-1,"ząje, íba-","lace up with, fasten shut",,662,508,,,,1
{},ks-49-1-2,"zą́je, íną-","shelter in, take refuge in, flee to",,663,508,,,,1
{},pch-49-1-1,*-cutE,[weave (1)],,664,509,,,,1
{},hi-49-1-1,"cutE, pá-",sew,,665,510,,,,1
{},hi-49-1-2,"cutE, nak-","whip, braid",,666,510,,,,1
{},pdh-49-1-1,*-zą́te,[weave (1)],,667,511,,,,1
{},cr-49-1-1,"chúshi, dat-",whip,,668,512,,,,1
{},os-49-1-1,gaçóⁿdse,"braid, weave, plait",,669,513,,,,1
{},pda-49-1-1,*-zų́tA,[weave (1)],,670,514,,,,1
{},op-49-1-1,[†gazą́de],plait,,671,515,,,,1
{},pmv-50-1-1,*o-thą́ ~ o-thų́,"[wear pants, wear on legs]",,672,516,,,,1
{},ch-50-1-1,agúthą,leggings,,673,517,,,,1
{},qu-50-1-1,othą́ ~ othǫ́,leggings,,674,518,,,,1
{},la-50-1-1,othų,"put on and wear, leggings, pantaloons",,675,519,,,,1
{},wi-50-1-1,hočą́,wear on legs,,676,520,,,,1
{},wi-50-1-2,hocą,"[wear pants, wear on legs]",,677,520,,,,1
{},da-50-1-1,otóŋ,"put on and wear, as leggings or pantaloons",,678,521,,,,1
{},pwc-50-1-1,*o-thą,"[wear pants, wear on legs]",,679,522,,,,1
{},pdh-50-1-1,*o-thą́,"[wear pants, wear on legs]",,680,523,,,,1
{},os-50-1-1,óthą,leggings,,681,524,,,,1
{},pda-50-1-1,*o-thų,"[wear pants, wear on legs]",,682,525,,,,1
{},op-50-1-1,utóⁿ toⁿga,leggings,,683,526,,,,1
{},pmv-51-1-1,*o-r-hą́,[wear on the feet],,684,527,,,,1
{},qu-51-1-1,othą́ ~ othǫ́,[wear on the feet],,685,528,,,,1
{},la-51-1-1,ohą,"put on socks, wear",,686,529,,,,1
{},wi-51-1-1,hoǰą́,wear on foot or feet,,687,530,,,,1
{},wi-51-1-2,hoją,[wear on the feet],,688,530,,,,1
{},da-51-1-1,oháŋ,"stand in; put on socks or moccasins, wear",,689,531,,,,1
{},pdh-51-1-1,*othą́,[wear on the feet],,690,532,,,,1
{},pse-51-1-1,*hų (?),[wear on the feet],,691,533,,,,1
{},os-51-1-1,utoⁿ,put on moccasins,,692,534,,,,1
{},op-51-1-1,othą,[wear on the feet],,693,535,,,,1
{},pmv-52-1-1,*ną•pʔį,[wear around the neck],,694,536,,,,1
{},psi-52-1-1,*(-r-)ą́•pe-ʔį,[wear around the neck],,695,537,,,,1
{},qu-52-1-1,nąʔį́,wear around the neck,,696,538,,,,1
{},la-52-1-1,nąpʔį́,wear around the neck,,697,539,,,,1
{},ch-52-1-1,nąpʔį́,wear around the neck,,698,540,,,,1
{},bi-52-1-1,aⁿpnį́,necklace,,699,541,,,,1
{},bi-52-1-2,aⁿpŭní,something worn around the neck,,700,541,,,,1
{},wi-52-1-1,nąąpʔį́,wear around the neck,,701,542,,,,1
{},wi-52-1-2,nąąp’į,[wear around the neck],,702,542,,,,1
{},da-52-1-1,wanáp̣iŋ,a medal; a necklace of beads; a handkerchief; anything worn around the neck,,703,543,,,,1
{},ks-52-1-1,waną́p-ʔį,necklace,,704,544,,,,1
{},pch-52-1-1,*á•peʔi,[wear around the neck],,705,545,,,,1
{},hi-52-1-1,á•peʔ,her necklace,,706,546,,,,1
{},pwc-52-1-1,*ną́•pʔį,[wear around the neck],,707,547,,,,1
{},pdh-52-1-1,*ną́pʔį,[wear around the neck],,708,548,,,,1
{},cr-52-1-1,áapii,necklace,,709,549,,,,1
{},os-52-1-1,nóⁿpʔiⁿ,wear around the neck,,710,550,,,,1
{},pda-52-1-1,*nąpʔį́,[wear around the neck],,711,551,,,,1
{},pmv-53-1-1,*ʔį•,[wear about the shoulders],,712,552,,,,1
{},psi-53-1-1,*ʔį•he,[wear about the shoulders],,713,553,,,,1
{},ma-53-1-1,wį́ʔhe,blanket,,714,554,,,,1
{},la-53-1-1,ʔį,wear around the shoulders,,715,555,,,,1
{},ch-53-1-1,kʔį,[wear about the shoulders],,716,556,,,,1
{},sv-53-1-1,į,[wear about the shoulders],,717,557,,,,1
{},wi-53-1-1,į́į;,[wear about the shoulders],,718,558,,,,1
{},wi-53-1-2,įį,[wear about the shoulders],,719,558,,,,1
{},ks-53-1-1,į•,wear about the shoulders,,720,559,,,,1
{},ks-53-1-2,gi´į,wear for another,,721,559,,,,1
{},pch-53-1-1,*ía < *íhe,[wear about the shoulders],,722,560,,,,1
{},hi-53-1-1,ía,put on or over like a blanket,,723,561,,,,1
{},pma-53-1-1,*įhe,[wear about the shoulders],,724,562,,,,1
{},pdh-53-1-1,*ʔį́•,[wear about the shoulders],,725,563,,,,1
{},cr-53-1-1,ía,put over shoulders,,726,564,,,,1
{},op-53-1-1,į,[wear about the shoulders],,727,565,,,,1
{},os-53-1-1,iⁿ,"wear, as a robe or a blanket",,728,566,,,,1
{},pda-53-1-1,*ʔį,[wear about the shoulders],,729,567,,,,1
{},pwc-53-1-1,*ʔį́•,[wear about the shoulders],,730,568,,,,1
{},pmv-54-1-1,*xpe,[weak],,731,569,,,,1
{},ch-54-1-1,xwége,"weak, feeble",,732,570,,,,1
{},la-54-1-1,xpéla,weak,,733,571,,,,1
{},wi-54-1-1,taaxéwe,all in from heat,,734,572,,,,1
{},wi-54-1-2,taaxewe,[weak],,735,572,,,,1
{},da-54-1-1,ḣpéća,"faint, exhausted",,736,573,,,,1
{},ks-54-1-1,xpéga,weak,,737,574,,,,1
{},pwc-54-1-1,*xwé,[weak],,738,575,,,,1
{},pdh-54-1-1,*xpéka,[weak],,739,576,,,,1
{},os-54-1-1,xpega,"languid, drooping",,740,577,,,,1
{},pda-54-1-1,*xpe,[weak],,741,578,,,,1
{},pmv-55-1-1,*mnį́,"[water, liquid]",,742,579,,,,1
{},ch-55-1-1,ñį,water,,743,580,,,,1
{},ch-55-1-2,ñį•,"[water, liquid]",,744,580,,,,1
{},pma-55-1-1,*wrį,"[water, liquid]",,745,581,,,,1
{},cr-55-1-1,bilí,water,,746,582,,,,1
{},la-55-1-1,mní,"[water, liquid]",,747,583,,,,1
{},tu-55-1-1,manī,water,,748,584,,,,1
{},tu-55-1-2,mĭnĭ´,"[water, liquid]",,749,584,,,,1
{},pch-55-1-1,*wirí,"[water, liquid]",,750,585,,,,1
{},psi-55-1-1,*wa-rį́•,"[water, liquid]",,751,586,,,,1
{},bi-55-1-1,"aneʔ, a•neʔ",water,,752,587,,,,1
{},bi-55-1-2,"ʔaneʔ, ʔaniʔ",water,,753,587,,,,1
{},bi-55-1-3,"aní, áni, ni",water,,754,587,,,,1
{},wi-55-1-1,nį́į,water,,755,588,,,,1
{},wi-55-1-2,nįį,"[water, liquid]",,756,588,,,,1
{},pse-55-1-1,*mąnį́•,"[water, liquid]",,757,589,,,,1
{},hi-55-1-1,"wirí, wíri",water,,758,590,,,,1
{},pwc-55-1-1,*nį́•,"[water, liquid]",,759,591,,,,1
{},ma-55-1-1,wįrį́ʔ,water,,760,592,,,,1
{},qu-55-1-1,nį,water,,761,593,,,,1
{},of-55-1-1,"ā´ni, aní",water,,762,594,,,,1
{},sp-55-1-1,money ~ moni,water,,763,595,,,,1
{},sv-55-1-1,mní,"[water, liquid]",,764,596,,,,1
{},st-55-1-1,mní,"[water, liquid]",,765,597,,,,1
{},ks-55-1-1,nį,water,,766,598,,,,1
{},pdh-55-1-1,*nį́,"[water, liquid]",,767,599,,,,1
{},os-55-1-1,nį,water,,768,600,,,,1
{},pda-55-1-1,*mnį́,"[water, liquid]",,769,601,,,,1
{},op-55-1-1,ni,water,,770,602,,,,1
{},pmv-56-1-1,*yo-,[water],,771,603,,,,1
{},psi-56-1-1,*yo,[water],,772,604,,,,1
{},qu-56-1-1,[†ánižóhe],[water],,773,605,,,,1
{},la-56-1-1,copá,"wade, go in the water",,774,606,,,,1
{},wo-56-1-1,yup•se,rum,,775,607,,,,1
{},psc-56-1-1,*yą,[water],,776,608,,,,1
{},ca-56-1-1,"yą, yąhiye•",water,,777,609,,,,1
{},tu-56-1-1,"yetáñi, yetāi",sea,,778,610,,,,1
{},bi-56-1-1,"yohi, ayohi, ạyohí, hayóha, ayo, ayox","lake, pond",,779,611,,,,1
{},wi-56-1-1,nįoowé < nįį howe,[water],,780,612,,,,1
{},wi-56-1-2,nįįowe < nįį howe,[water],,781,612,,,,1
{},da-56-1-1,ćo_pá,"wade, go in the water",,782,613,,,,1
{},ks-56-1-1,žophé,ford,,783,614,,,,1
{},ch-56-1-1,yówe,wade,,784,615,,,,1
{},pwc-56-1-1,*yo•-,[water],,785,616,,,,1
{},pdh-56-1-1,*žo-,[water],,786,617,,,,1
